time,zone_id,out perfect_trips,out perfect_pax,in perfect_trips,in perfect_pax
7200,166,0,0,1,1
7200,170,1,1,4,4
7200,43,1,1,0,0
7200,48,4,4,3,3
7200,50,2,2,0,0
7200,186,1,1,6,6
7200,68,3,3,3,3
7200,74,1,1,0,0
7200,75,0,0,3,3
7200,79,4,4,5,5
7200,209,1,1,1,1
7200,211,2,2,2,2
7200,87,1,1,4,4
7200,88,0,0,1,1
7200,90,4,4,2,2
7200,100,1,1,2,2
7200,229,0,0,2,2
7200,230,0,0,2,2
7200,231,3,3,1,1
7200,232,0,0,1,1
7200,233,0,0,1,1
7200,107,0,0,2,2
7200,236,1,1,0,0
7200,237,0,0,1,1
7200,238,2,2,2,2
7200,239,0,0,1,1
7200,114,9,9,4,4
7200,116,0,0,1,1
7200,244,0,0,1,1
7200,246,3,3,0,0
7200,249,7,7,4,4
7200,125,2,2,2,2
8100,4,1,1,3,3
8100,261,1,1,3,3
8100,262,0,0,1,1
8100,137,0,0,5,5
8100,140,0,0,1,1
8100,143,0,0,1,1
8100,144,2,2,0,0
8100,148,8,8,0,0
8100,151,0,0,2,2
8100,24,1,1,0,0
8100,152,0,0,1,1
8100,158,4,4,1,1
8100,161,0,0,1,1
8100,162,1,1,0,0
8100,163,1,1,1,1
8100,164,3,3,2,2
8100,170,1,1,2,2
8100,48,3,3,3,3
8100,186,2,2,3,3
8100,68,2,2,4,4
8100,75,0,0,1,1
8100,79,9,9,2,2
8100,211,1,1,0,0
8100,87,1,1,4,4
8100,88,1,1,1,1
8100,90,3,3,1,1
8100,224,1,1,0,0
8100,100,1,1,0,0
8100,229,1,1,4,4
8100,230,5,5,3,3
8100,231,1,1,2,2
8100,232,0,0,1,1
8100,233,1,1,2,2
8100,234,1,1,2,2
8100,107,1,1,4,4
8100,237,0,0,1,1
8100,238,0,0,1,1
8100,239,3,3,1,1
8100,113,0,0,2,2
8100,114,5,5,2,2
8100,246,3,3,1,1
8100,249,2,2,1,1
8100,125,1,1,1,1
9000,4,0,0,1,1
9000,261,0,0,1,1
9000,262,0,0,1,1
9000,137,1,1,2,2
9000,141,2,2,1,1
9000,142,0,0,2,2
9000,144,2,2,0,0
9000,148,7,7,2,2
9000,151,1,1,1,1
9000,158,4,4,1,1
9000,161,0,0,4,4
9000,163,1,1,0,0
9000,164,2,2,2,2
9000,41,0,0,2,2
9000,170,2,2,3,3
9000,42,0,0,1,1
9000,43,0,0,1,1
9000,48,1,1,0,0
9000,50,2,2,1,1
9000,186,2,2,2,2
9000,68,2,2,2,2
9000,74,0,0,2,2
9000,75,1,1,0,0
9000,79,6,6,2,2
9000,211,1,1,0,0
9000,87,0,0,2,2
9000,90,2,2,0,0
9000,224,0,0,1,1
9000,100,4,4,1,1
9000,229,2,2,0,0
9000,230,0,0,2,2
9000,231,1,1,1,1
9000,233,1,1,3,3
9000,107,0,0,6,6
9000,239,0,0,1,1
9000,113,1,1,0,0
9000,114,6,6,3,3
9000,244,1,1,0,0
9000,116,0,0,1,1
9000,246,0,0,2,2
9000,249,1,1,0,0
9000,125,1,1,0,0
9900,4,0,0,1,1
9900,137,1,1,2,2
9900,140,0,0,1,1
9900,13,1,1,0,0
9900,142,1,1,1,1
9900,141,0,0,3,3
9900,143,0,0,1,1
9900,148,16,16,3,3
9900,151,1,1,0,0
9900,152,0,0,1,1
9900,158,4,4,1,1
9900,161,1,1,2,2
9900,162,1,1,0,0
9900,163,4,4,1,1
9900,164,1,1,3,3
9900,166,0,0,1,1
9900,41,0,0,1,1
9900,170,2,2,6,6
9900,43,1,1,1,1
9900,48,1,1,3,3
9900,50,1,1,0,0
9900,186,2,2,4,4
9900,68,3,3,2,2
9900,74,0,0,1,1
9900,75,0,0,1,1
9900,79,11,11,5,5
9900,209,2,2,1,1
9900,211,1,1,1,1
9900,87,0,0,2,2
9900,90,0,0,2,2
9900,100,1,1,0,0
9900,229,0,0,3,3
9900,230,0,0,4,4
9900,231,0,0,1,1
9900,233,0,0,2,2
9900,234,3,3,0,0
9900,107,2,2,0,0
9900,236,1,1,1,1
9900,237,1,1,0,0
9900,238,0,0,2,2
9900,113,1,1,1,1
9900,114,6,6,0,0
9900,243,0,0,1,1
9900,116,0,0,1,1
9900,244,0,0,1,1
9900,246,2,2,3,3
9900,249,1,1,4,4
9900,125,2,2,0,0
10800,137,0,0,1,1
10800,140,0,0,1,1
10800,141,0,0,1,1
10800,144,1,1,1,1
10800,148,8,8,0,0
10800,158,4,4,0,0
10800,163,0,0,2,2
10800,164,0,0,2,2
10800,170,0,0,3,3
10800,48,1,1,3,3
10800,50,1,1,1,1
10800,186,0,0,2,2
10800,68,1,1,1,1
10800,74,0,0,1,1
10800,79,2,2,3,3
10800,209,0,0,1,1
10800,211,1,1,0,0
10800,87,1,1,1,1
10800,90,0,0,1,1
10800,100,4,4,0,0
10800,229,0,0,1,1
10800,230,1,1,1,1
10800,231,1,1,3,3
10800,233,1,1,0,0
10800,234,1,1,0,0
10800,107,4,4,4,4
10800,238,0,0,1,1
10800,239,1,1,0,0
10800,114,3,3,1,1
10800,244,0,0,1,1
10800,246,2,2,1,1
10800,249,2,2,1,1
10800,125,0,0,1,1
11700,4,0,0,1,1
11700,137,0,0,1,1
11700,144,0,0,2,2
11700,148,5,5,2,2
11700,151,0,0,1,1
11700,158,3,3,1,1
11700,161,0,0,1,1
11700,162,0,0,1,1
11700,163,1,1,0,0
11700,164,2,2,0,0
11700,166,0,0,1,1
11700,41,2,2,0,0
11700,42,0,0,1,1
11700,170,0,0,2,2
11700,48,1,1,3,3
11700,186,2,2,0,0
11700,68,2,2,0,0
11700,74,1,1,0,0
11700,75,1,1,0,0
11700,79,3,3,5,5
11700,211,1,1,0,0
11700,87,0,0,1,1
11700,90,1,1,0,0
11700,229,0,0,1,1
11700,230,0,0,1,1
11700,234,1,1,0,0
11700,107,0,0,1,1
11700,237,0,0,1,1
11700,239,1,1,0,0
11700,113,0,0,1,1
11700,114,1,1,1,1
11700,116,0,0,2,2
11700,246,2,2,0,0
11700,249,1,1,1,1
11700,125,1,1,0,0
12600,137,0,0,1,1
12600,140,0,0,1,1
12600,13,0,0,1,1
12600,141,0,0,1,1
12600,143,1,1,1,1
12600,144,1,1,0,0
12600,148,12,12,0,0
12600,158,3,3,0,0
12600,161,0,0,1,1
12600,162,1,1,0,0
12600,163,1,1,1,1
12600,164,2,2,3,3
12600,170,2,2,3,3
12600,45,0,0,1,1
12600,50,0,0,1,1
12600,68,1,1,1,1
12600,74,0,0,1,1
12600,79,6,6,3,3
12600,211,0,0,2,2
12600,87,0,0,2,2
12600,88,0,0,1,1
12600,90,0,0,2,2
12600,224,0,0,1,1
12600,100,2,2,0,0
12600,229,1,1,2,2
12600,230,0,0,2,2
12600,231,1,1,1,1
12600,232,0,0,1,1
12600,233,0,0,1,1
12600,234,1,1,0,0
12600,107,0,0,4,4
12600,114,3,3,2,2
12600,246,1,1,1,1
12600,249,5,5,1,1
12600,127,0,0,1,1
13500,140,0,0,1,1
13500,141,0,0,2,2
13500,142,0,0,1,1
13500,143,1,1,0,0
13500,144,1,1,1,1
13500,148,4,4,0,0
13500,158,2,2,0,0
13500,161,1,1,0,0
13500,163,0,0,1,1
13500,164,1,1,2,2
13500,41,0,0,1,1
13500,170,0,0,1,1
13500,48,1,1,3,3
13500,50,1,1,0,0
13500,186,2,2,0,0
13500,68,0,0,2,2
13500,79,2,2,0,0
13500,209,0,0,1,1
13500,211,0,0,1,1
13500,90,1,1,0,0
13500,100,1,1,0,0
13500,230,0,0,2,2
13500,231,2,2,0,0
13500,232,0,0,1,1
13500,234,1,1,1,1
13500,107,1,1,1,1
13500,236,0,0,2,2
13500,238,0,0,1,1
13500,114,1,1,0,0
13500,243,0,0,1,1
13500,246,1,1,0,0
13500,249,2,2,1,1
13500,125,1,1,0,0
14400,161,0,0,1,1
14400,163,1,1,1,1
14400,68,0,0,1,1
14400,100,0,0,1,1
14400,231,1,1,0,0
14400,137,0,0,1,1
14400,107,2,2,0,0
14400,75,0,0,1,1
14400,141,1,1,0,0
14400,140,0,0,2,2
14400,79,2,2,0,0
14400,48,2,2,0,0
14400,237,0,0,1,1
14400,211,0,0,1,1
14400,148,2,2,2,2
14400,249,2,2,2,2
14400,158,2,2,1,1
15300,143,0,0,1,1
15300,148,0,0,1,1
15300,158,2,2,0,0
15300,43,0,0,1,1
15300,45,0,0,1,1
15300,48,1,1,2,2
15300,68,1,1,0,0
15300,75,0,0,1,1
15300,87,0,0,1,1
15300,230,2,2,0,0
15300,231,2,2,0,0
15300,237,0,0,1,1
15300,238,0,0,1,1
15300,113,1,1,0,0
15300,114,2,2,0,0
15300,244,0,0,1,1
15300,246,0,0,1,1
15300,249,2,2,0,0
15300,125,0,0,1,1
16200,100,1,1,0,0
16200,68,0,0,1,1
16200,164,0,0,2,2
16200,230,0,0,1,1
16200,233,1,1,0,0
16200,41,0,0,1,1
16200,79,3,3,0,0
16200,48,0,0,1,1
16200,113,1,1,0,0
16200,148,0,0,1,1
16200,246,2,2,0,0
16200,87,0,0,1,1
16200,249,1,1,1,1
17100,162,0,0,1,1
17100,229,0,0,1,1
17100,137,1,1,0,0
17100,170,1,1,0,0
17100,48,1,1,1,1
17100,114,2,2,0,0
17100,186,0,0,2,2
18000,232,0,0,1,1
18000,75,0,0,1,1
18000,142,1,1,0,0
18000,230,1,1,0,0
18900,41,0,0,1,1
18900,100,1,1,0,0
18900,238,1,1,0,0
18900,127,0,0,1,1
19800,230,1,1,0,0
19800,233,1,1,1,1
19800,137,0,0,1,1
19800,79,1,1,0,0
19800,211,0,0,1,1
19800,88,1,1,0,0
19800,186,0,0,1,1
21600,170,2,2,0,0
21600,74,1,1,0,0
21600,140,1,1,0,0
21600,75,0,0,1,1
21600,237,0,0,1,1
21600,79,0,0,1,1
21600,144,1,1,0,0
21600,48,0,0,2,2
21600,246,0,0,1,1
21600,249,1,1,0,0
22500,161,0,0,1,1
22500,163,0,0,1,1
22500,229,1,1,0,0
22500,262,2,2,0,0
22500,41,1,1,0,0
22500,170,1,1,0,0
22500,107,1,1,1,1
22500,75,0,0,1,1
22500,140,0,0,2,2
22500,142,1,1,1,1
22500,79,0,0,1,1
22500,48,1,1,0,0
22500,246,0,0,1,1
22500,158,1,1,0,0
23400,100,1,1,0,0
23400,68,0,0,1,1
23400,231,0,0,1,1
23400,170,2,2,0,0
23400,74,1,1,0,0
23400,43,0,0,2,2
23400,237,1,1,0,0
23400,142,1,1,1,1
23400,239,1,1,0,0
23400,75,0,0,1,1
23400,113,0,0,1,1
23400,141,0,0,1,1
23400,186,1,1,0,0
24300,161,0,0,1,1
24300,162,0,0,1,1
24300,4,1,1,0,0
24300,100,0,0,1,1
24300,262,1,1,0,0
24300,166,0,0,1,1
24300,230,0,0,1,1
24300,234,2,2,0,0
24300,140,0,0,1,1
24300,48,3,3,0,0
24300,114,0,0,1,1
24300,246,0,0,2,2
24300,186,3,3,1,1
25200,141,0,0,1,1
25200,142,0,0,1,1
25200,151,1,1,1,1
25200,24,1,1,0,0
25200,163,0,0,1,1
25200,164,0,0,1,1
25200,48,1,1,2,2
25200,186,1,1,0,0
25200,68,2,2,1,1
25200,75,0,0,1,1
25200,224,1,1,0,0
25200,100,0,0,1,1
25200,230,0,0,1,1
25200,233,0,0,2,2
25200,234,1,1,0,0
25200,107,2,2,0,0
25200,236,1,1,0,0
25200,237,2,2,0,0
25200,238,1,1,1,1
26100,137,0,0,1,1
26100,140,0,0,1,1
26100,141,1,1,0,0
26100,143,1,1,0,0
26100,158,0,0,1,1
26100,161,0,0,1,1
26100,163,2,2,1,1
26100,164,0,0,1,1
26100,48,1,1,0,0
26100,50,0,0,1,1
26100,186,1,1,1,1
26100,68,0,0,1,1
26100,79,2,2,0,0
26100,90,1,1,0,0
26100,224,1,1,0,0
26100,230,2,2,1,1
26100,234,1,1,1,1
26100,107,1,1,0,0
26100,238,0,0,1,1
26100,239,0,0,1,1
26100,113,0,0,1,1
27000,128,0,0,1,1
27000,4,1,1,1,1
27000,137,1,1,2,2
27000,141,1,1,0,0
27000,142,0,0,2,2
27000,143,1,1,0,0
27000,162,1,1,2,2
27000,163,0,0,1,1
27000,170,1,1,1,1
27000,43,0,0,1,1
27000,48,1,1,0,0
27000,50,0,0,1,1
27000,186,1,1,0,0
27000,68,2,2,1,1
27000,79,2,2,0,0
27000,87,1,1,0,0
27000,88,0,0,1,1
27000,100,0,0,1,1
27000,231,0,0,1,1
27000,107,0,0,1,1
27000,236,2,2,0,0
27000,237,0,0,1,1
27000,113,2,2,0,0
27000,244,1,1,0,0
27900,137,0,0,1,1
27900,140,1,1,0,0
27900,142,0,0,1,1
27900,148,1,1,1,1
27900,158,0,0,1,1
27900,162,0,0,2,2
27900,41,1,1,0,0
27900,170,2,2,2,2
27900,45,0,0,1,1
27900,48,0,0,1,1
27900,50,1,1,0,0
27900,186,1,1,1,1
27900,74,0,0,2,2
27900,79,2,2,0,0
27900,90,1,1,0,0
27900,229,0,0,1,1
27900,230,3,3,0,0
27900,233,1,1,0,0
27900,234,1,1,1,1
27900,236,0,0,1,1
27900,237,1,1,1,1
27900,238,1,1,0,0
27900,239,3,3,0,0
27900,113,0,0,2,2
27900,249,0,0,1,1
28800,262,0,0,1,1
28800,137,1,1,0,0
28800,140,1,1,0,0
28800,142,2,2,1,1
28800,143,1,1,0,0
28800,148,0,0,1,1
28800,158,0,0,1,1
28800,161,2,2,2,2
28800,162,0,0,3,3
28800,163,0,0,1,1
28800,164,1,1,1,1
28800,166,1,1,0,0
28800,170,1,1,3,3
28800,43,1,1,0,0
28800,48,2,2,0,0
28800,50,0,0,1,1
28800,186,2,2,0,0
28800,74,0,0,2,2
28800,75,2,2,1,1
28800,79,1,1,0,0
28800,224,1,1,0,0
28800,100,1,1,1,1
28800,230,2,2,1,1
28800,231,1,1,0,0
28800,234,0,0,1,1
28800,107,0,0,1,1
28800,236,1,1,2,2
28800,237,0,0,2,2
28800,238,1,1,0,0
28800,239,0,0,2,2
28800,113,1,1,0,0
28800,249,2,2,0,0
29700,262,1,1,0,0
29700,137,2,2,2,2
29700,140,1,1,1,1
29700,13,1,1,0,0
29700,141,1,1,0,0
29700,142,3,3,0,0
29700,143,0,0,2,2
29700,151,2,2,0,0
29700,158,0,0,2,2
29700,161,2,2,4,4
29700,162,0,0,3,3
29700,163,1,1,4,4
29700,164,1,1,0,0
29700,166,0,0,2,2
29700,41,0,0,1,1
29700,170,0,0,2,2
29700,48,3,3,0,0
29700,186,1,1,2,2
29700,68,1,1,0,0
29700,74,1,1,1,1
29700,209,0,0,1,1
29700,211,0,0,1,1
29700,88,0,0,1,1
29700,230,2,2,0,0
29700,233,3,3,0,0
29700,234,1,1,1,1
29700,107,4,4,1,1
29700,236,1,1,0,0
29700,238,0,0,2,2
29700,239,2,2,1,1
29700,113,1,1,0,0
29700,114,0,0,1,1
29700,249,1,1,1,1
30600,262,1,1,0,0
30600,137,1,1,1,1
30600,140,1,1,1,1
30600,13,1,1,0,0
30600,141,1,1,0,0
30600,142,1,1,0,0
30600,12,0,0,1,1
30600,143,0,0,2,2
30600,158,0,0,2,2
30600,161,1,1,0,0
30600,162,1,1,2,2
30600,163,2,2,1,1
30600,164,0,0,1,1
30600,42,1,1,0,0
30600,43,1,1,0,0
30600,170,1,1,3,3
30600,48,2,2,0,0
30600,50,0,0,2,2
30600,186,2,2,4,4
30600,68,1,1,0,0
30600,74,0,0,1,1
30600,75,1,1,0,0
30600,79,2,2,0,0
30600,211,1,1,0,0
30600,90,1,1,1,1
30600,100,0,0,1,1
30600,229,2,2,0,0
30600,230,1,1,0,0
30600,231,1,1,1,1
30600,233,1,1,1,1
30600,234,0,0,1,1
30600,107,2,2,0,0
30600,236,2,2,0,0
30600,237,0,0,3,3
30600,238,0,0,1,1
30600,239,1,1,0,0
30600,246,0,0,2,2
30600,125,0,0,1,1
31500,262,2,2,0,0
31500,137,0,0,2,2
31500,140,1,1,1,1
31500,141,1,1,1,1
31500,142,2,2,1,1
31500,143,1,1,1,1
31500,151,1,1,1,1
31500,161,0,0,1,1
31500,162,1,1,0,0
31500,163,1,1,4,4
31500,164,1,1,2,2
31500,166,0,0,1,1
31500,42,0,0,1,1
31500,170,0,0,2,2
31500,45,0,0,1,1
31500,48,3,3,1,1
31500,50,1,1,0,0
31500,186,3,3,3,3
31500,68,1,1,1,1
31500,74,1,1,2,2
31500,79,1,1,1,1
31500,90,3,3,0,0
31500,229,2,2,0,0
31500,230,1,1,0,0
31500,231,2,2,1,1
31500,234,2,2,2,2
31500,236,6,6,1,1
31500,237,0,0,2,2
31500,238,1,1,1,1
31500,239,1,1,0,0
31500,113,0,0,2,2
31500,244,0,0,1,1
31500,246,1,1,1,1
31500,249,1,1,3,3
32400,261,0,0,1,1
32400,262,4,4,0,0
32400,137,1,1,1,1
32400,140,3,3,1,1
32400,13,1,1,3,3
32400,141,0,0,3,3
32400,143,1,1,0,0
32400,142,0,0,1,1
32400,151,0,0,1,1
32400,161,2,2,3,3
32400,162,1,1,3,3
32400,163,2,2,2,2
32400,164,3,3,1,1
32400,170,4,4,1,1
32400,43,1,1,3,3
32400,42,0,0,1,1
32400,48,4,4,0,0
32400,50,1,1,1,1
32400,186,2,2,4,4
32400,68,1,1,3,3
32400,74,0,0,1,1
32400,75,1,1,1,1
32400,90,0,0,3,3
32400,224,1,1,0,0
32400,100,1,1,2,2
32400,229,2,2,2,2
32400,230,1,1,1,1
32400,231,2,2,1,1
32400,233,1,1,0,0
32400,234,2,2,4,4
32400,107,1,1,1,1
32400,237,3,3,0,0
32400,238,1,1,0,0
32400,239,1,1,1,1
32400,113,2,2,0,0
32400,114,2,2,1,1
32400,244,0,0,1,1
32400,246,0,0,2,2
32400,249,1,1,1,1
32400,125,2,2,0,0
33300,261,0,0,1,1
33300,262,0,0,1,1
33300,137,2,2,0,0
33300,140,2,2,0,0
33300,13,1,1,4,4
33300,142,6,6,1,1
33300,143,1,1,3,3
33300,151,0,0,1,1
33300,24,0,0,2,2
33300,158,3,3,0,0
33300,161,3,3,1,1
33300,162,5,5,1,1
33300,163,2,2,8,8
33300,164,3,3,0,0
33300,166,1,1,1,1
33300,41,1,1,0,0
33300,170,2,2,3,3
33300,43,1,1,2,2
33300,48,4,4,1,1
