operator_id,vehicle_id,vehicle_type,shift_type,status,start_time,finish_time,was_on_shift_break?,was_on_break?,rested_total,remaining_shift,selected_number_of_breaks,remaining_break,break_point,selected_break_duration,decreased_break,selected_bws_break_duration,decreased_bws,charge_and_rest_duration,decreased_from_planned_breaks
0,6,2019_fiat_500e_driver_vehtype,night_shift,idle,10.0,21.0,True,False,39600,,,,,,,39600,39600,,
0,9,2019_fiat_500e_driver_vehtype,night_shift,idle,10.0,21.0,True,False,39600,,,,,,,39600,39600,,
0,10,2019_fiat_500e_driver_vehtype,night_shift,idle,13.0,0.0,True,False,79200,,,,,,,39600,39600,,
0,13,2019_fiat_500e_driver_vehtype,night_shift,idle,12.0,23.0,True,False,39600,,,,,,,39600,39600,,
0,19,2019_fiat_500e_driver_vehtype,night_shift,idle,10.0,21.0,True,False,39600,,,,,,,39600,39600,,
0,25,2019_fiat_500e_driver_vehtype,night_shift,idle,12.0,23.0,True,False,39600,,,,,,,39600,39600,,
0,32,2019_fiat_500e_driver_vehtype,night_shift,idle,13.0,0.0,True,False,79200,,,,,,,39600,39600,,
0,39,2019_fiat_500e_driver_vehtype,night_shift,idle,11.0,22.0,True,False,39600,,,,,,,39600,39600,,
0,44,2019_fiat_500e_driver_vehtype,night_shift,idle,10.0,21.0,True,False,39600,,,,,,,39600,39600,,
0,54,2019_fiat_500e_driver_vehtype,night_shift,idle,9.0,20.0,True,False,39600,,,,,,,39600,39600,,
0,59,2019_fiat_500e_driver_vehtype,night_shift,idle,11.0,22.0,True,False,39600,,,,,,,39600,39600,,
0,60,2019_fiat_500e_driver_vehtype,night_shift,idle,12.0,23.0,True,False,39600,,,,,,,39600,39600,,
0,68,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,idle,13.0,0.0,True,False,79200,,,,,,,39600,39600,,
0,71,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,idle,12.0,23.0,True,False,39600,,,,,,,39600,39600,,
0,76,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,idle,10.0,21.0,True,False,39600,,,,,,,39600,39600,,
0,79,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,idle,11.0,22.0,True,False,39600,,,,,,,39600,39600,,
0,90,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,idle,10.0,21.0,True,False,39600,,,,,,,39600,39600,,
0,21,2019_fiat_500e_driver_vehtype,night_shift,waiting,,,False,False,6.821210263296962e-13,24638.64,5,4,900,,0,39600,0,6.821210263296962e-13,6.821210263296962e-13
0,48,2019_fiat_500e_driver_vehtype,night_shift,waiting,,,False,False,1.1368683772161603e-12,26879.13,5,4,1320,,0,39600,0,1.1368683772161603e-12,1.1368683772161603e-12
0,32,2019_fiat_500e_driver_vehtype,night_shift,on_break,,,False,True,80868,29936,5,4,102,1668,1668,,,,
0,39,2019_fiat_500e_driver_vehtype,night_shift,charging,,,False,False,40827.595288380886,24705.91,5,3,1800,,0,39600.0,0.0,1227.5952883808827,1227.5952883808827
0,68,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,on_break,,,False,True,80486.0,34082.0,4,3,544,1286.0,1286,,,,
0,9,2019_fiat_500e_driver_vehtype,night_shift,charging,,,False,False,40768.911455145026,18801.34,5,3,1920,,0,39600,0,1168.9114551450216,1168.9114551450216
0,21,2019_fiat_500e_driver_vehtype,night_shift,charging,,,False,False,1100.600637991487,24638.64,5,4,1980,,0,39600,0,1100.6006379914866,1100.6006379914866
0,52,2019_fiat_500e_driver_vehtype,night_shift,on_break,,,False,True,1509,29671,5,4,581,1509,1509,,,,
0,84,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,on_break,,,False,True,1395,19967.0,4,2,15198,1395,1395,,,,
0,45,2019_fiat_500e_driver_vehtype,night_shift,charging,,,False,False,1237.2642875425508,13703.2,2,1,2220,,0,39600,0,1237.2642875425508,1237.2642875425508
0,6,2019_fiat_500e_driver_vehtype,night_shift,charging,,,False,False,40960.30787017599,19681.98,4,3,2520,,0,39600.0,0.0,1360.307870175982,1360.307870175982
0,41,2019_fiat_500e_driver_vehtype,night_shift,waiting,,,False,False,9.094947017729282e-13,20386.58,2,2,2520,,0,39600.0,0.0,9.094947017729282e-13,9.094947017729282e-13
0,90,2019_nissan_leaf_sl_plus_driver_vehtype,night_shift,on_break,,,False,True,40965.0,20141.0,2,1,12031,1365.0,1365,,,,
0,41,2019_fiat_500e_driver_vehtype,night_shift,waiting,,,False,False,2.2737367544323206e-12,20386.58,2,2,2580,,0,39600,0,1.3642420526593924e-12,1.3642420526593924e-12
0,48,2019_fiat_500e_driver_vehtype,night_shift,charging,,,False,False,1247.2566006907498,26879.13,5,4,2640,,0,39600,0,1247.2566006907487,1247.2566006907487
