,operator_id,vehicle_id,final_soc,satisfied_passengers,final_shift_time,final_break_times,final_break_points,final_bw_shifts,shift_type,worked_total,total_overtime,on_which_day,rested_total,final_node_index,final_time
0,0,0,0.47650383209875813,320,24074.96975999332,[794.6414399999994],[23845],0.0,DRIVER_SHIFTS.NIGHT_SHIFT,91637.03024000669,0.0,8,175459.2195199956,2586,1236.2304000000004
1,0,1,0.7045544444444445,294,35208.42353468558,"[1429, 1474, 1245, 1526]","[6933, 9309, 19480, 31553]",0.0,DRIVER_SHIFTS.NIGHT_SHIFT,98132.57646531443,0.0,9,159174.41353468644,161,0.0
2,0,2,0.6634720740740739,291,29253.069756407676,"[347, 1766, 1206, 1325]","[2287, 14124, 20957, 25437]",0.0,DRIVER_SHIFTS.NIGHT_SHIFT,83588.93024359233,0.0,8,182772.63847280992,42,0.0
3,0,3,0.8164954074074074,336,23555.04399999651,"[689.48, 1384]","[20915, 30012]",0.0,DRIVER_SHIFTS.NIGHT_SHIFT,88872.35949650852,4098.403496505035,8,94850.7939199924,161,0.0
4,0,4,1.0,217,31764.439009898255,[1264.8478400000006],[18000],0.0,DRIVER_SHIFTS.NIGHT_SHIFT,32257.560990101745,0.0,7,226299.10900989862,2586,0.0
5,0,5,0.7329696666665632,148,28098.255039999196,[857.4349600002229],[23522],0.0,DRIVER_SHIFTS.NIGHT_SHIFT,7487.744960000804,0.0,6,251622.27503999945,3999,1146.355360000045
6,0,6,0.5948745185185186,200,0.0,[],[],10772.75568000201,DRIVER_SHIFTS.NIGHT_SHIFT,93290.0,0.0,7,133006.00568000096,161,0.0
7,0,7,0.6725388888888889,142,0.0,[],[],71970.40576000104,DRIVER_SHIFTS.NIGHT_SHIFT,6540.0,0.0,5,0.0,230,0.0
8,0,8,0.5988091851848147,181,24819.634092594595,[],[],0.0,DRIVER_SHIFTS.NIGHT_SHIFT,10505.365907405405,0.0,6,248070.82409259328,2586,1165.6971200000262
9,0,9,0.9534003703703704,137,27677.528639999997,"[1035.6552, 1679]","[9540, 29989]",0.0,DRIVER_SHIFTS.NIGHT_SHIFT,71118.47136,0.0,8,187347.45864,246,0.0
10,0,10,0.5443439999999998,110,0.0,[],[],10752.090080000344,DRIVER_SHIFTS.NIGHT_SHIFT,12640.0,0.0,5,0.0,3135,0.0
11,0,11,0.9212122962962962,132,0.0,[],[],10765.619609731948,DRIVER_SHIFTS.NIGHT_SHIFT,10220.0,0.0,5,0.0,113,0.0
12,0,12,1.0,233,29531.803199995826,"[224.12208000000055, 1355, 1798, 1687]","[5141, 14195, 21995, 26513]",0.0,DRIVER_SHIFTS.NIGHT_SHIFT,62660.196800004174,0.0,7,195719.7731999954,2761,0.0
