operator_id,vehicle_id,vehicle_type
0,0,2019_fiat_500e_driver_vehtype
0,1,2019_fiat_500e_driver_vehtype
0,2,2019_fiat_500e_driver_vehtype
0,3,2019_fiat_500e_driver_vehtype
0,4,2019_fiat_500e_driver_vehtype
0,5,2019_fiat_500e_driver_vehtype
0,6,2019_fiat_500e_driver_vehtype
0,7,2019_fiat_500e_driver_vehtype
0,8,2019_fiat_500e_driver_vehtype
0,9,2019_fiat_500e_driver_vehtype
0,10,2019_fiat_500e_driver_vehtype
0,11,2019_fiat_500e_driver_vehtype
0,12,2019_fiat_500e_driver_vehtype
0,13,2019_fiat_500e_driver_vehtype
0,14,2019_fiat_500e_driver_vehtype
0,15,2019_fiat_500e_driver_vehtype
0,16,2019_fiat_500e_driver_vehtype
0,17,2019_fiat_500e_driver_vehtype
0,18,2019_fiat_500e_driver_vehtype
0,19,2019_fiat_500e_driver_vehtype
0,20,2019_fiat_500e_driver_vehtype
0,21,2019_fiat_500e_driver_vehtype
0,22,2019_fiat_500e_driver_vehtype
0,23,2019_fiat_500e_driver_vehtype
0,24,2019_fiat_500e_driver_vehtype
0,25,2019_fiat_500e_driver_vehtype
0,26,2019_fiat_500e_driver_vehtype
0,27,2019_fiat_500e_driver_vehtype
0,28,2019_fiat_500e_driver_vehtype
0,29,2019_fiat_500e_driver_vehtype
0,30,2019_fiat_500e_driver_vehtype
0,31,2019_fiat_500e_driver_vehtype
0,32,2019_fiat_500e_driver_vehtype
0,33,2019_fiat_500e_driver_vehtype
0,34,2019_fiat_500e_driver_vehtype
0,35,2019_fiat_500e_driver_vehtype
0,36,2019_fiat_500e_driver_vehtype
0,37,2019_fiat_500e_driver_vehtype
0,38,2019_fiat_500e_driver_vehtype
0,39,2019_fiat_500e_driver_vehtype
0,40,2019_fiat_500e_driver_vehtype
0,41,2019_fiat_500e_driver_vehtype
0,42,2019_fiat_500e_driver_vehtype
0,43,2019_fiat_500e_driver_vehtype
0,44,2019_fiat_500e_driver_vehtype
0,45,2019_fiat_500e_driver_vehtype
0,46,2019_fiat_500e_driver_vehtype
