,operator_id,vehicle_id,final_soc,satisfied_passengers,final_node_index,final_time
0,0,0,0.8916956296296294,467,113,0.0
1,0,1,0.7738725925925923,407,229,0.0
2,0,2,0.701218037036967,427,270,1091.1780799999833
3,0,3,1.0,490,270,0.0
4,0,4,0.890053037037037,463,161,30.0
5,0,5,0.691933777777778,410,100,0.0
6,0,6,0.5853608518518584,425,1950,1088.0265600000275
7,0,7,0.7655489629629629,431,229,0.0
8,0,8,0.8168900000000001,463,230,0.0
9,0,9,0.7240697037037038,432,164,0.0
10,0,10,0.9005438518518518,438,237,0.0
11,0,11,0.5474509629629631,410,237,0.0
12,0,12,0.9901197037037037,436,1709,0.0
13,0,13,0.8291902962962961,446,1155,0.0
14,0,14,0.6521279259258945,401,1950,1102.0361600000178
15,0,15,0.8679260000000001,424,137,0.0
16,0,16,0.5566374814814815,366,229,0.0
17,0,17,0.599234148148148,375,141,0.0
18,0,18,0.8122190370370371,376,162,0.0
19,0,19,0.8264125185185184,340,68,0.0
20,0,20,0.8416724444444444,379,2440,0.0
21,0,21,0.6908015555555448,331,1950,1080.6792000000132
22,0,22,0.7199061481481481,346,75,0.0
23,0,23,1.0,375,1725,0.0
24,0,24,0.7516397777777779,329,141,0.0
25,0,25,0.8638651851851852,390,170,0.0
26,0,26,0.5721231851851855,329,239,0.0
27,0,27,0.5841941481481483,375,137,0.0
28,0,28,0.9182104444444444,325,229,0.0
29,0,29,0.9109177037037037,370,170,0.0
30,0,30,0.6223520740740742,256,234,0.0
31,0,31,0.7909208148148148,311,1155,0.0
32,0,32,0.9735252592592593,324,954,0.0
33,0,33,0.9108113333333333,364,234,0.0
34,0,34,0.8262583703703703,332,230,0.0
35,0,35,0.9889703703703704,284,3069,0.0
36,0,36,0.8567305925925928,370,233,0.0
37,0,37,0.6609305925925927,281,116,0.0
38,0,38,1.0,244,270,0.0
39,0,39,0.8834267407407407,341,170,0.0
40,0,40,0.9797395555555557,308,141,0.0
41,0,41,0.9882627407407408,297,1831,0.0
42,0,42,1.0,281,1810,0.0
43,0,43,0.8711346666666666,267,230,0.0
44,0,44,0.9363657777777779,311,137,0.0
45,0,45,0.8145710370370371,155,3872,0.0
46,0,46,0.8829348888888888,301,113,0.0
47,0,47,0.5610022222222223,286,231,0.0
48,0,48,1.0,249,1431,0.0
49,0,49,0.9923748888888889,296,1709,0.0
50,0,50,0.6455574444445245,269,127,1197.552800000005
51,0,51,0.8198365925925923,186,236,0.0
52,0,52,0.9800622962962963,196,954,0.0
53,0,53,0.8570272592592594,218,230,0.0
54,0,54,0.6243923703703703,257,13,0.0
55,0,55,0.5771574814814817,168,625,0.0
56,0,56,1.0,211,1431,0.0
57,0,57,0.9674132592592593,223,42,0.0
58,0,58,0.8048219999999999,130,2622,0.0
59,0,59,1.0,226,1384,0.0
60,0,60,0.7146462962963002,163,2550,0.0
61,0,61,1.0,187,4046,0.0
62,0,62,0.9252277777777779,183,170,0.0
63,0,63,0.6744751111111111,207,236,0.0
64,0,64,0.6047216296296297,218,1901,0.0
65,0,65,1.0,137,1431,0.0
66,0,66,0.7331445953757223,170,170,0.0
67,0,67,0.5177204913294793,170,236,0.0
68,0,68,0.8599283236994215,148,141,0.0
69,0,69,0.5990437283236993,163,170,0.0
