simulation_time,driving,break,on shift break,idle,charging,reposition
0,0,0,0,200,0,0
900,23,0,0,169,5,0
1800,19,0,0,162,15,0
2700,15,0,0,168,14,0
3600,17,0,0,170,10,0
4500,14,0,0,177,7,0
5400,24,0,0,170,4,0
6300,19,0,0,171,8,0
7200,21,0,0,163,13,0
8100,8,0,0,177,12,0
9000,13,0,0,179,7,0
9900,9,0,0,182,7,0
10800,12,0,0,184,4,0
11700,6,0,0,191,2,0
12600,4,0,0,191,5,0
13500,2,0,0,192,5,0
14400,2,0,0,194,2,0
15300,0,0,0,196,3,0
16200,2,0,0,196,2,0
17100,0,0,0,198,2,0
18000,0,0,0,198,2,0
18900,0,0,0,199,1,0
19800,0,0,0,200,0,0
20700,0,0,0,198,2,0
21600,2,0,0,198,0,0
22500,2,0,0,197,1,0
23400,2,0,0,197,1,0
24300,1,0,0,199,0,0
25200,1,0,0,199,0,0
26100,5,0,0,194,0,0
27000,2,0,0,195,2,0
27900,6,0,0,193,1,0
28800,1,0,0,199,0,0
29700,5,0,0,192,2,0
30600,6,0,0,193,0,0
31500,7,0,0,191,2,0
32400,6,0,0,189,4,0
33300,16,0,0,178,4,0
34200,19,0,0,172,8,0
35100,15,0,0,174,9,0
36000,18,0,0,171,11,0
36900,27,0,0,160,11,0
37800,26,0,0,163,9,0
38700,20,0,0,172,5,0
39600,36,0,0,156,6,0
40500,17,0,0,164,18,0
41400,17,0,0,167,16,0
42300,24,0,0,164,8,0
43200,14,0,0,176,7,0
44100,51,0,0,139,7,0
45000,44,0,0,141,11,0
45900,41,0,0,131,22,0
46800,34,0,0,133,30,0
47700,46,0,0,125,25,0
48600,43,0,0,129,21,0
49500,32,0,0,144,18,0
50400,34,0,0,137,26,0
51300,27,0,0,150,21,0
52200,33,0,0,142,17,0
53100,33,0,0,143,22,0
54000,33,0,0,148,17,0
54900,40,0,0,144,12,0
55800,46,0,0,137,14,0
56700,35,0,0,147,16,0
57600,37,0,0,147,13,0
58500,22,0,0,152,24,0
59400,32,0,0,146,19,0
60300,27,0,0,157,12,0
61200,38,0,0,151,9,0
62100,33,0,0,144,20,0
63000,45,0,0,131,20,0
63900,43,0,0,131,24,0
64800,53,0,0,121,23,0
65700,55,0,0,117,24,0
66600,46,0,0,125,21,0
67500,41,0,0,124,25,0
68400,39,0,0,133,23,0
69300,38,0,0,127,28,0
70200,36,0,0,137,22,0
71100,35,0,0,144,18,0
72000,31,0,0,146,20,0
72900,35,0,0,147,16,0
73800,27,0,0,155,16,0
74700,28,0,0,147,20,0
75600,32,0,0,151,14,0
76500,31,0,0,149,15,0
77400,30,0,0,152,14,0
78300,34,0,0,147,12,0
79200,28,0,0,152,16,0
80100,33,0,0,155,11,0
81000,35,0,0,146,16,0
81900,25,0,0,156,12,0
82800,41,0,0,143,13,0
83700,37,0,0,146,13,0
84600,41,0,0,131,19,0
85500,36,0,0,140,19,0
86400,45,0,0,124,24,0
87300,33,0,0,141,23,0
88200,20,0,0,158,20,0
89100,21,0,0,161,17,0
