time,event,station_id,ch_op_id,vid,op_id,veh_type,current_soc,socket_id,socket_power,initial_soc,transferred_power,connection_duration
2054.3807265102764,detach,13,0,6,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.43,13.67656362789196,1230.8907265102762
2080.7002493840705,detach,14,0,11,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.407,14.238447215378553,1281.4602493840698
2096.7435185327586,detach,5,0,67,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.445,13.321261317030649,1198.9135185327586
2132.1000906403888,detach,5,0,166,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.384,14.784334340448758,1330.5900906403886
2224.142582881987,detach,10,0,25,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.449,13.215806476466518,1189.4225828819867
2261.997512727189,detach,10,0,75,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.448,13.249305696968769,1192.437512727189
2508.8612311068696,detach,10,0,9,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.399,14.417791456742975,1297.6012311068678
2616.086317254437,detach,13,0,21,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.313,16.479070191715962,1483.1163172544364
2600.892039885259,detach,9,0,59,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.478,12.531244887613965,1127.8120398852573
2699.2555983438297,detach,10,0,10,0,2019_fiat_500e_driver_vehtype,1.0,3,40,0.383,14.810617759375864,1332.9555983438277
2668.940830175983,detach,14,0,83,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.425,13.799120335288691,1241.9208301759825
2911.9684125606504,detach,14,0,71,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.452,13.149537917340556,1183.4584125606502
3080.7219769788217,detach,9,0,35,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.388,14.67646641087578,1320.8819769788204
3163.1712754634996,detach,1,0,4,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.461,12.945458616261057,1165.091275463495
3179.396821745857,detach,11,0,5,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.458,13.000520241620627,1170.0468217458563
3211.098739293801,detach,1,0,79,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.467,12.79298599215332,1151.3687392937986
3259.9287122363794,detach,2,0,97,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.439,13.460874580404191,1211.4787122363773
3355.7972752203095,detach,2,0,44,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.424,13.828191946892307,1244.537275220308
3412.8816453412965,detach,13,0,15,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.371,15.094454653677989,1358.5009188310191
3414.703821240444,detach,5,0,40,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.39,14.64400336341873,1317.9603027076855
3429.201799184195,detach,5,0,96,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.423,13.850464435379953,1246.541799184196
3880.761541641992,detach,14,0,48,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.393,14.561128240466566,1310.501541641991
4003.2814554110455,detach,12,0,55,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.468,12.761682837900509,1148.551455411046
4069.7729143273646,detach,14,0,39,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.441,13.411365714748499,1207.0229143273646
4155.583929722621,detach,13,0,114,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.319,16.352710330251334,1471.7439297226201
4271.217407556835,detach,14,0,19,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.444,13.332415639520361,1199.9174075568326
4306.253549162741,detach,10,0,54,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.413,14.088039435141557,1267.92354916274
4480.856249776404,detach,1,0,28,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.405,14.272291664182273,1284.5062497764043
4461.793396317705,detach,10,0,49,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.473,12.6411488479745,1137.703396317705
4643.434840365748,detach,11,0,13,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.431,13.664942670730529,1229.8448403657476
4814.437283176943,detach,10,0,124,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.265,17.633969813077208,1587.0572831769487
4892.583664798627,detach,13,0,41,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.424,13.825151831095853,1244.2636647986274
4881.346044317787,detach,9,0,86,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.442,13.393844936864301,1205.4460443177873
5001.14232407067,detach,5,0,95,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.372,15.060692489674194,1355.4623240706774
5056.291596968238,detach,5,0,45,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.328,16.12646218853598,1451.3815969682378
5136.718996543819,detach,9,0,113,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.429,13.69809996159802,1232.8289965438216
5148.714042978572,detach,11,0,119,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.404,14.306489366428583,1287.5840429785721
5178.869645492981,detach,11,0,60,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.431,13.654218283255346,1228.8796454929816
5329.740693358927,detach,14,0,52,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.342,15.788896592876965,1421.0006933589266
5353.850801380506,detach,10,0,68,0,2019_fiat_500e_driver_vehtype,1.0,3,40,0.36,15.357231126450058,1382.1508013805055
5628.710607406332,detach,13,0,22,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.33,16.082673415625976,1447.4406074063381
5684.04911946239,detach,10,0,18,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.458,13.008879105137742,1170.7991194623974
5861.106246808229,detach,2,0,98,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.47,12.710736075646961,1143.966246808226
