node_index,zone_id,is_centroid
2061,238,1
2062,238,0
2063,238,0
2064,238,0
2065,238,0
2066,238,0
2067,238,0
2068,238,0
2069,151,0
2070,151,0
2071,151,0
2072,151,0
2073,151,0
2074,151,0
2075,151,0
2076,151,0
2077,151,0
2078,151,0
2079,151,1
2080,151,0
2081,151,0
2082,151,0
2083,151,0
2084,151,0
2085,151,0
2086,151,1
2087,151,0
2088,151,0
2089,151,0
2090,151,0
2091,151,0
2092,151,0
2093,151,0
2094,151,0
2095,151,0
2096,24,0
2097,24,0
2098,24,0
2099,166,0
2100,24,0
2101,166,0
2102,166,0
2103,166,0
2104,166,0
2105,24,0
2106,166,0
2107,166,0
2108,24,0
2109,166,0
2110,166,0
2111,166,0
2112,24,0
2113,166,0
2114,166,0
2115,166,0
2116,166,0
2117,166,0
2118,166,0
2119,166,0
2120,166,0
2121,166,0
2122,166,0
2123,166,0
2124,166,0
2125,166,0
2126,166,0
2127,166,0
2128,166,0
2129,166,0
2130,166,0
