simulation_time,driving,break,on shift break,idle,charging,reposition
170100,8,3,134,43,11,0
171000,4,3,141,47,5,0
171900,8,7,145,36,4,0
172800,8,4,129,54,5,0
173700,3,8,128,59,2,0
174600,2,11,130,55,2,0
175500,2,7,130,61,0,0
176400,3,7,126,64,0,0
177300,0,8,126,66,0,0
178200,0,5,126,69,0,0
179100,1,7,126,65,1,0
180000,0,9,121,69,1,0
180900,0,8,119,72,1,0
181800,0,8,119,73,0,0
182700,1,8,119,72,0,0
183600,0,12,111,76,1,0
184500,0,16,109,74,1,0
185400,0,14,109,77,0,0
186300,0,18,109,73,0,0
187200,0,17,109,74,0,0
188100,0,12,109,79,0,0
189000,0,13,109,78,0,0
189900,1,14,109,76,0,0
190800,1,16,109,73,1,0
191700,0,10,109,80,1,0
192600,1,8,109,81,1,0
193500,1,8,110,80,1,0
194400,1,13,98,86,1,0
195300,9,18,100,70,2,0
196200,14,10,105,65,4,0
197100,15,8,106,67,3,0
198000,15,15,94,64,10,0
198900,22,20,95,57,5,0
199800,31,19,97,49,3,0
200700,40,12,99,40,9,0
201600,35,10,92,44,16,0
202500,42,12,92,26,21,0
203400,50,9,93,24,18,0
204300,46,7,94,27,19,0
205200,34,6,84,53,21,0
206100,48,13,85,32,19,0
207000,41,12,87,36,21,0
207900,37,7,89,46,20,0
208800,31,5,76,65,20,0
209700,28,6,79,61,22,0
210600,31,11,83,51,19,0
211500,40,6,92,42,17,0
212400,25,9,77,73,14,0
213300,27,13,80,60,14,0
214200,49,11,87,37,11,0
215100,34,12,90,50,12,0
216000,32,10,83,56,15,0
216900,32,11,80,55,17,0
217800,31,11,85,58,14,0
218700,39,10,88,49,10,0
219600,24,6,90,64,10,0
220500,37,6,92,50,13,0
221400,25,8,92,53,19,0
222300,38,11,93,37,18,0
223200,33,9,96,40,19,0
224100,18,10,98,55,14,0
225000,26,8,98,48,15,0
225900,38,6,99,39,14,0
226800,28,8,103,44,13,0
227700,29,11,106,33,11,0
228600,48,7,108,22,12,0
229500,43,3,110,28,12,0
230400,36,1,112,35,13,0
231300,39,4,115,16,19,0
232200,39,3,117,17,18,0
233100,40,3,120,11,18,0
234000,31,6,122,23,17,0
234900,39,6,124,8,17,0
235800,36,2,125,9,18,0
236700,36,2,127,5,18,0
237600,34,1,128,6,20,0
238500,34,0,130,2,21,0
239400,30,1,134,2,23,0
240300,31,1,135,3,22,0
241200,32,0,138,0,22,0
242100,31,0,138,1,25,0
243000,35,0,140,0,19,0
243900,31,0,142,4,18,0
244800,34,0,138,8,12,0
245700,36,0,139,6,11,0
246600,31,1,146,4,10,0
247500,26,2,148,9,8,0
248400,32,1,145,6,10,0
249300,30,2,144,10,10,0
250200,26,3,146,10,12,0
251100,18,0,148,7,20,0
252000,25,1,139,15,18,0
252900,23,2,137,19,18,0
253800,26,2,140,11,18,0
254700,18,2,143,14,18,0
255600,20,4,141,19,14,0
256500,8,2,139,36,14,0
257400,2,0,140,50,7,0
258300,6,2,143,44,4,0
259200,2,2,140,49,5,0
260100,5,4,142,44,3,0
261000,5,6,147,41,1,0
261900,6,4,150,38,2,0
262800,1,3,141,46,7,0
263700,0,6,136,55,3,0
264600,1,6,138,54,1,0
265500,0,4,139,56,1,0
266400,2,7,137,54,0,0
267300,1,12,138,49,0,0
268200,0,6,138,56,0,0
269100,0,2,139,58,1,0
270000,1,5,127,67,0,0
270900,0,11,124,65,0,0
271800,1,10,125,64,0,0
272700,0,8,125,67,0,0
273600,0,12,126,62,0,0
274500,1,14,129,56,0,0
275400,0,12,129,59,0,0
276300,1,8,130,61,0,0
277200,0,12,130,57,1,0
278100,0,15,130,55,0,0
279000,0,14,131,55,0,0
279900,2,15,132,51,0,0
280800,3,14,122,60,0,0
281700,9,18,117,53,2,0
282600,9,16,119,53,2,0
283500,12,12,120,52,3,0
284400,21,11,115,47,5,0
285300,31,15,113,31,8,0
286200,28,20,116,23,11,0
287100,36,11,119,26,7,0
288000,38,8,113,23,14,0
288900,45,8,110,8,20,0
289800,44,9,113,8,18,0
290700,41,8,115,7,19,0
291600,51,6,109,12,14,0
292500,51,7,109,11,15,0
293400,44,10,109,5,24,0
294300,39,11,111,7,24,0
295200,45,2,107,13,22,0
296100,44,5,107,17,23,0
297000,41,6,108,15,24,0
297900,38,4,110,18,28,0
298800,44,6,103,22,23,0
299700,46,6,106,13,26,0
300600,52,4,106,8,23,0
301500,48,6,108,8,23,0
302400,36,3,104,27,27,0
303300,49,5,102,14,19,0
304200,52,2,103,12,21,0
305100,58,3,106,6,21,0
306000,48,5,106,6,25,0
306900,49,4,113,3,21,0
307800,39,1,118,8,27,0
308700,32,1,119,8,30,0
309600,32,0,122,6,30,0
310500,35,1,124,6,27,0
311400,33,1,128,7,22,0
312300,38,0,132,10,17,0
313200,40,0,135,11,11,0
314100,38,0,135,8,11,0
315000,30,0,138,13,11,0
315900,29,1,140,5,16,0
316800,23,0,141,8,21,0
317700,28,0,143,4,21,0
318600,22,0,145,5,22,0
319500,24,0,147,3,18,0
320400,28,0,148,5,13,0
321300,30,1,149,0,10,0
322200,34,0,150,0,9,0
323100,28,0,154,1,10,0
324000,30,0,154,1,11,0
324900,21,0,156,1,11,0
325800,22,0,156,1,11,0
326700,21,0,159,0,12,0
327600,18,0,161,0,11,0
328500,22,0,163,0,10,0
329400,19,0,164,0,13,0
330300,18,0,166,0,10,0
331200,21,0,160,6,9,0
332100,30,2,153,0,7,0
333000,26,2,153,1,11,0
333900,30,1,153,1,9,0
334800,24,1,149,4,12,0
335700,28,3,147,1,10,0
336600,28,3,149,0,11,0
337500,34,0,150,0,8,0
338400,31,0,149,3,8,0
339300,34,4,147,0,10,0
340200,25,3,148,0,20,0
341100,23,2,149,0,20,0
342000,27,0,147,3,17,0
342900,33,2,142,1,17,0
343800,29,1,144,1,20,0
344700,26,0,151,1,17,0
345600,20,3,150,10,15,0
346500,10,3,152,17,16,0
347400,8,2,154,23,10,0
348300,8,1,156,27,7,0
349200,5,2,155,31,7,0
350100,1,3,156,37,3,0
351000,2,3,157,36,2,0
351900,0,5,158,36,1,0
352800,1,5,158,36,0,0
353700,1,3,154,42,0,0
354600,0,5,154,41,0,0
355500,0,5,156,38,0,0
356400,0,5,156,39,0,0
357300,1,6,158,35,0,0
358200,0,7,159,34,0,0
359100,0,4,161,35,0,0
360000,0,4,161,35,0,0
360900,0,5,162,33,0,0
361800,0,6,162,32,0,0
362700,0,5,163,32,0,0
363600,0,8,163,29,0,0
364500,1,3,163,33,0,0
365400,0,5,164,30,1,0
366300,1,6,166,25,1,0
367200,2,4,163,31,0,0
368100,13,2,161,22,1,0
369000,10,6,161,21,1,0
369900,14,4,163,14,4,0
370800,18,1,165,12,4,0
371700,16,2,168,4,4,0
372600,19,2,169,3,5,0
373500,18,1,170,3,6,0
374400,14,2,170,2,8,0
375300,16,2,168,1,9,0
376200,17,2,168,0,8,0
377100,15,1,169,0,10,0
378000,14,0,164,5,11,0
378900,18,1,164,0,12,0
379800,22,1,164,0,6,0
380700,23,1,165,0,7,0
381600,21,2,158,6,9,0
382500,24,6,154,0,9,0
383400,27,4,154,0,10,0
384300,24,2,155,0,14,0
385200,23,2,153,2,12,0
386100,25,0,152,0,13,0
387000,24,0,154,0,13,0
387900,20,1,156,1,15,0
388800,17,3,156,1,17,0
389700,18,1,154,3,15,0
390600,27,1,156,1,12,0
391500,22,2,158,0,9,0
392400,25,2,158,0,8,0
393300,26,2,158,0,8,0
394200,22,1,158,2,3,0
395100,25,1,158,1,4,0
396000,23,1,160,0,7,0
396900,19,2,160,0,10,0
397800,18,2,160,0,15,0
398700,24,0,161,0,12,0
399600,22,0,162,0,14,0
400500,16,0,162,0,12,0
401400,18,0,162,0,13,0
402300,21,0,162,0,12,0
403200,19,0,164,0,13,0
404100,20,0,163,0,13,0
405000,20,0,163,0,14,0
405900,14,0,164,0,10,0
406800,19,0,166,0,9,0
407700,13,0,167,0,9,0
408600,23,0,167,0,5,0
409500,24,0,168,0,4,0
410400,21,0,169,0,3,0
411300,24,0,169,0,3,0
412200,20,0,169,0,3,0
413100,17,0,169,0,8,0
414000,17,0,169,0,10,0
414900,14,0,169,0,11,0
415800,17,0,169,1,12,0
416700,18,0,169,0,9,0
417600,17,0,167,1,12,0
418500,15,0,168,0,12,0
419400,19,0,168,0,8,0
420300,17,1,168,0,11,0
421200,11,1,165,3,12,0
422100,21,0,164,0,10,0
423000,28,0,164,0,6,0
423900,18,0,164,1,5,0
424800,23,0,164,2,4,0
425700,26,1,162,0,5,0
426600,26,0,164,0,4,0
427500,27,0,165,0,5,0
428400,17,0,168,0,11,0
429300,13,2,169,0,11,0
430200,13,1,169,0,13,0
431100,17,0,171,0,9,0
