time,event,station_id,ch_op_id,vid,op_id,veh_type,current_soc,socket_id,socket_power,initial_soc,transferred_power,connection_duration
1813.6643192705333,detach,10,0,35,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.412,14.11371465856148,1270.234319270533
2107.8390746437844,detach,14,0,1,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.378,14.919989718264265,1342.799074643784
2156.8031203464293,detach,5,0,18,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.382,14.837145781626987,1335.3431203464288
2144.459750755415,detach,14,0,105,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.383,14.81599723061572,1333.439750755415
2171.791412491189,detach,14,0,25,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.465,12.847349027679872,1156.2614124911888
2296.3448778904612,detach,9,0,82,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.471,12.706609754338455,1143.5948778904612
2398.919136888795,detach,13,0,30,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.382,14.834323743208838,1335.0891368887953
2356.4264245011063,detach,10,0,73,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.4,14.405738050012289,1296.5164245011058
2570.2078413805066,detach,11,0,70,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.414,14.05375379311673,1264.837841380506
2584.363768590705,detach,13,0,20,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.328,16.121041873230055,1450.8937685907047
2723.437696765587,detach,10,0,56,0,2019_fiat_500e_driver_vehtype,1.0,3,40,0.367,15.18541885295092,1366.6876967655828
2788.167709257037,detach,5,0,36,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.358,15.401530102855952,1386.1377092570356
3045.8794687173604,detach,9,0,83,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.386,14.742327430192857,1326.8094687173573
3117.3982166020223,detach,10,0,29,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.347,15.66075796224464,1409.468216602018
3152.72928229624,detach,11,0,47,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.444,13.346769803291552,1201.20928229624
3177.6085552203076,detach,11,0,49,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.412,14.118650613558968,1270.6785552203073
3284.283093358932,detach,2,0,2,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.44,13.451367703988083,1210.6230933589272
3305.6444998696716,detach,10,0,89,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.396,14.506161109662962,1305.5544998696669
3385.9340614504235,detach,2,0,16,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.395,14.523489571671329,1307.1140614504193
3363.371304831993,detach,14,0,50,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.476,12.582236720355468,1132.401304831992
3504.847570197471,detach,10,0,31,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.478,12.523417446638595,1127.1075701974737
3552.8059887307163,detach,2,0,6,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.45,13.203733208119104,1188.3359887307192
3545.8502913317916,detach,5,0,77,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.357,15.433857455392921,1389.0471709853628
3672.0573689799744,detach,9,0,43,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.406,14.261415210888602,1283.5273689799742
3813.5238100887727,detach,13,0,103,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.496,12.098931223208584,1088.9038100887724
3800.65275947452,detach,14,0,112,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.421,13.890141771939108,1250.1127594745199
3975.449679893435,detach,11,0,17,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.432,13.637996443260391,1227.4196798934354
4125.159598019693,detach,14,0,104,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.39,14.644328866885465,1317.9895980196916
4424.943301604002,detach,1,0,3,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.431,13.644703351155574,1228.023301604002
4405.283673123874,detach,10,0,7,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.445,13.32492970137641,1199.2436731238768
4432.03374546866,detach,5,0,99,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.446,13.295263838540743,1196.5737454686673
4575.674568547849,detach,10,0,63,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.433,13.617384094976165,1225.5645685478548
4822.220549639225,detach,14,0,59,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.329,16.092117218213595,1448.2905496392232
4894.11449230096,detach,10,0,80,0,2019_fiat_500e_driver_vehtype,1.0,3,40,0.415,14.028161025566268,1262.5344923009643
4900.509906363174,detach,9,0,115,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.405,14.287443404035262,1285.8699063631739
4964.202338321981,detach,10,0,37,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.4,14.40124820357764,1296.1123383219874
5089.438200684204,detach,1,0,135,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.448,13.248646674268935,1192.3782006842039
5237.909033365869,detach,11,0,10,0,2019_fiat_500e_driver_vehtype,1.0,0,40,0.425,13.793433704065206,1241.4090333658687
5272.762242226293,detach,9,0,12,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.443,13.379358246958809,1204.1422422262926
5350.2433830093,detach,14,0,74,0,2019_fiat_500e_driver_vehtype,1.0,2,40,0.433,13.612042055440082,1225.083784989607
5354.0682291669455,detach,13,0,131,0,2019_fiat_500e_driver_vehtype,1.0,1,40,0.395,14.52786921296606,1307.508229166945
