sim_time,zone_id,horizon_start,horizon_end,number_idle,incoming,incoming_repo,tot_fc_demand,tot_fc_supply
60000,137,60000,60900,1,1,0,0.0,
60000,140,60000,60900,3,3,0,1.0,
60000,13,60000,60900,1,1,0,1.0,
60000,142,60000,60900,3,6,0,4.0,
60000,141,60000,60900,0,0,0,3.0,
60000,144,60000,60900,1,1,0,1.0,
60000,143,60000,60900,1,1,0,2.0,
60000,158,60000,60900,3,3,0,1.0,
60000,161,60000,60900,1,1,0,10.0,
60000,162,60000,60900,1,1,0,4.0,
60000,163,60000,60900,0,0,0,6.999999999999999,
60000,164,60000,60900,1,1,0,6.0,
60000,166,60000,60900,1,7,0,1.0,
60000,170,60000,60900,2,3,0,4.0,
60000,43,60000,60900,0,0,0,1.0,
60000,48,60000,60900,1,1,0,4.0,
60000,50,60000,60900,0,0,0,1.0,
60000,186,60000,60900,0,0,0,9.0,
60000,68,60000,60900,2,3,0,6.0,
60000,75,60000,60900,2,2,0,0.0,
60000,79,60000,60900,1,1,0,2.0,
60000,209,60000,60900,0,0,0,0.0,
60000,211,60000,60900,1,1,0,1.0,
60000,87,60000,60900,1,9,0,0.0,
60000,88,60000,60900,4,11,0,0.0,
60000,90,60000,60900,0,0,0,0.0,
60000,100,60000,60900,0,0,0,3.0,
60000,229,60000,60900,2,2,0,1.0,
60000,230,60000,60900,0,0,0,3.0,
60000,231,60000,60900,0,0,0,1.0,
60000,233,60000,60900,3,3,0,1.0,
60000,234,60000,60900,2,2,0,8.0,
60000,107,60000,60900,1,1,1,1.0,
60000,236,60000,60900,1,2,0,6.999999999999999,
60000,237,60000,60900,1,1,0,8.0,
60000,238,60000,60900,1,2,0,2.0,
60000,239,60000,60900,6,12,0,1.0,
60000,113,60000,60900,1,1,0,0.0,
60000,114,60000,60900,4,4,0,0.0,
60000,244,60000,60900,1,1,0,1.0,
60000,246,60000,60900,3,3,0,4.0,
60000,249,60000,60900,1,1,0,4.0,
60000,125,60000,60900,1,1,0,1.0,
60000,4,60000,60900,1,7,0,,
60000,12,60000,60900,0,0,0,,
60000,24,60000,60900,1,2,0,,
60000,41,60000,60900,0,0,0,,
60000,42,60000,60900,1,1,0,,
60000,45,60000,60900,3,3,0,,
60000,74,60000,60900,3,3,0,,
60000,116,60000,60900,1,1,0,,
60000,120,60000,60900,0,0,0,,
60000,127,60000,60900,0,0,0,,
60000,128,60000,60900,1,1,0,,
60000,148,60000,60900,1,1,0,,
60000,151,60000,60900,1,2,0,,
60000,152,60000,60900,2,8,0,,
60000,153,60000,60900,0,0,0,,
60000,194,60000,60900,1,1,0,,
60000,224,60000,60900,0,0,0,,
60000,232,60000,60900,1,1,0,,
60000,243,60000,60900,1,3,0,,
60000,263,60000,60900,1,1,0,,
60300,261,60300,61200,3,3,0,0.0,
60300,262,60300,61200,1,1,0,0.0,
60300,137,60300,61200,1,1,0,0.0,
60300,140,60300,61200,3,3,0,1.0,
60300,13,60300,61200,1,1,0,1.0,
60300,142,60300,61200,4,6,0,4.0,
60300,141,60300,61200,0,0,0,3.0,
60300,144,60300,61200,1,1,0,1.0,
60300,143,60300,61200,1,1,0,2.0,
60300,158,60300,61200,3,3,0,1.0,
60300,161,60300,61200,1,1,0,10.0,
60300,162,60300,61200,1,1,0,4.0,
60300,163,60300,61200,0,0,0,7.0,
60300,164,60300,61200,1,1,0,6.0,
60300,166,60300,61200,2,10,0,1.0,
60300,170,60300,61200,2,3,0,4.0,
60300,43,60300,61200,0,0,0,1.0,
60300,48,60300,61200,1,1,0,4.0,
60300,50,60300,61200,0,0,0,1.0,
60300,186,60300,61200,0,0,0,9.0,
60300,68,60300,61200,3,4,0,6.0,
60300,75,60300,61200,2,2,0,0.0,
60300,79,60300,61200,1,1,0,2.0,
60300,209,60300,61200,0,0,0,0.0,
60300,211,60300,61200,1,1,0,1.0,
60300,87,60300,61200,4,12,0,0.0,
60300,88,60300,61200,3,6,0,0.0,
60300,90,60300,61200,0,0,0,0.0,
60300,100,60300,61200,0,0,0,3.0,
60300,229,60300,61200,3,3,0,1.0,
60300,230,60300,61200,0,0,0,3.0,
60300,231,60300,61200,0,0,0,1.0,
60300,233,60300,61200,3,3,0,1.0,
60300,234,60300,61200,2,2,0,8.0,
60300,107,60300,61200,1,1,1,1.0,
60300,236,60300,61200,2,3,0,7.0,
60300,237,60300,61200,1,1,0,8.0,
60300,238,60300,61200,1,3,0,2.0,
60300,239,60300,61200,2,6,0,1.0,
60300,113,60300,61200,1,1,0,0.0,
60300,114,60300,61200,4,4,0,0.0,
60300,244,60300,61200,1,1,0,1.0,
60300,246,60300,61200,4,4,0,4.0,
60300,249,60300,61200,1,1,0,4.0,
60300,125,60300,61200,2,2,0,1.0,
60300,4,60300,61200,1,9,0,,
60300,12,60300,61200,0,0,0,,
60300,24,60300,61200,1,2,0,,
60300,41,60300,61200,0,0,0,,
60300,42,60300,61200,1,1,0,,
60300,45,60300,61200,3,3,0,,
60300,74,60300,61200,3,3,0,,
60300,116,60300,61200,1,1,0,,
60300,120,60300,61200,0,0,0,,
60300,127,60300,61200,0,0,0,,
60300,128,60300,61200,2,2,0,,
60300,148,60300,61200,1,1,0,,
60300,151,60300,61200,1,3,0,,
60300,152,60300,61200,1,6,0,,
60300,153,60300,61200,0,0,0,,
60300,194,60300,61200,1,1,0,,
60300,224,60300,61200,0,0,0,,
60300,232,60300,61200,1,1,0,,
60300,243,60300,61200,0,3,0,,
60300,263,60300,61200,1,1,0,,
60600,261,60600,61500,2,2,0,0.0,
60600,262,60600,61500,1,1,0,1.0,
60600,137,60600,61500,1,1,0,1.0,
60600,12,60600,61500,0,0,0,0.0,
60600,13,60600,61500,1,1,0,1.0,
60600,141,60600,61500,0,0,0,2.0,
60600,142,60600,61500,3,5,0,6.0,
60600,143,60600,61500,1,1,0,0.0,
60600,144,60600,61500,0,0,0,1.0,
60600,140,60600,61500,2,2,0,1.0,
60600,151,60600,61500,1,2,0,0.0,
60600,158,60600,61500,3,3,0,0.0,
60600,161,60600,61500,1,1,0,12.0,
60600,162,60600,61500,1,1,0,3.0,
60600,163,60600,61500,0,0,0,5.0,
60600,164,60600,61500,0,1,0,2.0,
60600,170,60600,61500,1,1,0,5.0,
60600,43,60600,61500,0,0,0,2.0,
60600,48,60600,61500,0,0,0,6.999999999999999,
60600,50,60600,61500,0,0,0,2.0,
60600,186,60600,61500,0,0,0,6.999999999999999,
60600,68,60600,61500,1,2,0,5.0,
60600,74,60600,61500,3,3,0,0.0,
60600,75,60600,61500,2,2,0,0.0,
60600,79,60600,61500,1,3,0,4.0,
60600,211,60600,61500,1,1,0,2.0,
60600,87,60600,61500,2,12,0,0.0,
60600,90,60600,61500,0,0,0,0.0,
60600,224,60600,61500,0,0,0,0.0,
60600,100,60600,61500,0,0,0,5.0,
60600,229,60600,61500,3,3,0,0.0,
60600,230,60600,61500,0,1,0,5.0,
60600,233,60600,61500,3,3,0,4.0,
60600,234,60600,61500,2,4,0,5.0,
60600,107,60600,61500,1,1,1,4.0,
60600,236,60600,61500,1,1,0,6.0,
60600,237,60600,61500,1,1,0,3.0,
60600,238,60600,61500,1,8,0,3.0,
60600,239,60600,61500,2,6,0,4.0,
60600,113,60600,61500,1,2,0,2.0,
60600,114,60600,61500,3,3,0,1.0,
60600,246,60600,61500,4,4,0,1.0,
60600,249,60600,61500,1,1,0,3.0,
60600,4,60600,61500,2,10,0,,
60600,24,60600,61500,1,1,0,,
60600,41,60600,61500,0,0,0,,
60600,42,60600,61500,1,1,0,,
60600,45,60600,61500,3,3,0,,
60600,88,60600,61500,2,9,0,,
60600,116,60600,61500,1,1,0,,
60600,120,60600,61500,0,0,0,,
60600,125,60600,61500,2,2,0,,
60600,127,60600,61500,0,0,0,,
60600,128,60600,61500,1,1,0,,
60600,148,60600,61500,1,1,0,,
60600,152,60600,61500,0,7,0,,
60600,153,60600,61500,0,0,0,,
60600,166,60600,61500,2,6,0,,
60600,194,60600,61500,1,1,0,,
60600,209,60600,61500,0,0,0,,
60600,231,60600,61500,0,0,0,,
60600,232,60600,61500,1,1,0,,
60600,243,60600,61500,1,3,0,,
60600,244,60600,61500,1,1,0,,
60600,263,60600,61500,1,1,0,,
60900,261,60900,61800,2,2,0,0.0,
60900,262,60900,61800,1,1,0,1.0,
60900,137,60900,61800,1,1,0,1.0,
60900,12,60900,61800,0,0,0,0.0,
60900,13,60900,61800,1,1,0,1.0,
60900,141,60900,61800,0,0,0,2.0,
60900,142,60900,61800,3,5,0,6.0,
60900,143,60900,61800,0,0,0,0.0,
60900,144,60900,61800,0,0,0,1.0,
60900,140,60900,61800,2,2,0,1.0,
60900,151,60900,61800,2,2,0,0.0,
60900,158,60900,61800,3,3,0,0.0,
60900,161,60900,61800,1,1,0,12.0,
60900,162,60900,61800,1,1,0,3.0,
60900,163,60900,61800,0,1,0,5.0,
60900,164,60900,61800,0,1,0,2.0,
60900,170,60900,61800,2,2,0,5.0,
60900,43,60900,61800,0,0,0,2.0,
60900,48,60900,61800,0,0,0,6.999999999999999,
60900,50,60900,61800,0,0,0,2.0,
60900,186,60900,61800,0,0,0,6.999999999999999,
60900,68,60900,61800,1,1,0,5.0,
60900,74,60900,61800,3,3,0,0.0,
60900,75,60900,61800,1,1,0,0.0,
60900,79,60900,61800,1,4,0,4.0,
60900,211,60900,61800,1,1,0,2.0,
60900,87,60900,61800,2,15,0,0.0,
60900,90,60900,61800,0,0,0,0.0,
60900,224,60900,61800,0,0,0,0.0,
60900,100,60900,61800,0,0,0,5.0,
60900,229,60900,61800,3,3,0,0.0,
60900,230,60900,61800,0,1,0,5.0,
60900,233,60900,61800,3,3,0,4.0,
60900,234,60900,61800,2,4,0,5.0,
60900,107,60900,61800,1,1,1,4.0,
60900,236,60900,61800,1,1,0,6.0,
60900,237,60900,61800,1,1,0,3.0,
60900,238,60900,61800,2,6,0,3.0,
60900,239,60900,61800,1,10,0,4.0,
60900,113,60900,61800,0,0,0,2.0,
60900,114,60900,61800,3,3,0,1.0,
60900,246,60900,61800,4,4,0,1.0,
60900,249,60900,61800,1,1,0,3.0,
60900,4,60900,61800,5,9,0,,
60900,24,60900,61800,1,1,0,,
60900,41,60900,61800,0,0,0,,
60900,42,60900,61800,1,1,0,,
60900,45,60900,61800,1,1,0,,
60900,88,60900,61800,1,5,0,,
60900,116,60900,61800,1,1,0,,
60900,120,60900,61800,0,0,0,,
60900,125,60900,61800,2,2,0,,
60900,127,60900,61800,0,0,0,,
60900,128,60900,61800,1,1,0,,
60900,148,60900,61800,1,1,0,,
60900,152,60900,61800,0,4,0,,
60900,153,60900,61800,0,0,0,,
60900,166,60900,61800,0,11,0,,
60900,194,60900,61800,1,1,0,,
60900,209,60900,61800,0,0,0,,
60900,231,60900,61800,0,0,0,,
60900,232,60900,61800,1,1,0,,
60900,243,60900,61800,1,3,0,,
60900,244,60900,61800,1,1,0,,
60900,263,60900,61800,1,1,0,,
61200,261,61200,62100,2,2,0,0.0,
61200,262,61200,62100,1,1,0,1.0,
61200,137,61200,62100,1,1,0,1.0,
61200,12,61200,62100,0,0,0,0.0,
61200,13,61200,62100,1,1,0,1.0,
61200,141,61200,62100,0,0,0,2.0,
61200,142,61200,62100,4,9,0,6.0,
61200,143,61200,62100,0,0,0,0.0,
61200,144,61200,62100,0,0,0,1.0,
61200,140,61200,62100,2,2,0,1.0,
61200,151,61200,62100,1,1,0,0.0,
61200,158,61200,62100,2,2,0,0.0,
61200,161,61200,62100,1,1,0,12.0,
61200,162,61200,62100,1,1,0,3.0,
61200,163,61200,62100,0,1,0,5.0,
61200,164,61200,62100,0,1,0,2.0,
61200,170,61200,62100,2,2,0,5.0,
61200,43,61200,62100,0,0,0,2.0,
61200,48,61200,62100,0,0,0,7.0,
61200,50,61200,62100,0,0,0,2.0,
61200,186,61200,62100,0,0,0,7.0,
61200,68,61200,62100,2,2,0,5.0,
61200,74,61200,62100,3,3,0,0.0,
61200,75,61200,62100,1,1,0,0.0,
61200,79,61200,62100,1,4,0,4.0,
61200,211,61200,62100,1,1,0,2.0,
61200,87,61200,62100,5,11,0,0.0,
61200,90,61200,62100,0,0,0,0.0,
61200,224,61200,62100,0,0,0,0.0,
61200,100,61200,62100,0,0,0,5.0,
61200,229,61200,62100,3,3,0,0.0,
61200,230,61200,62100,0,1,0,5.0,
61200,233,61200,62100,3,3,0,4.0,
61200,234,61200,62100,2,4,0,5.0,
61200,107,61200,62100,1,1,1,4.0,
61200,236,61200,62100,1,1,0,6.0,
61200,237,61200,62100,0,0,0,3.0,
61200,238,61200,62100,2,8,0,3.0,
61200,239,61200,62100,4,12,0,4.0,
61200,113,61200,62100,1,1,0,2.0,
61200,114,61200,62100,3,3,0,1.0,
61200,246,61200,62100,3,3,0,1.0,
61200,249,61200,62100,1,1,0,3.0,
61200,4,61200,62100,2,6,0,,
61200,24,61200,62100,1,2,0,,
61200,41,61200,62100,0,0,0,,
61200,42,61200,62100,1,1,0,,
61200,45,61200,62100,2,2,0,,
61200,88,61200,62100,1,5,0,,
61200,116,61200,62100,1,1,0,,
61200,120,61200,62100,0,0,0,,
61200,125,61200,62100,2,2,0,,
61200,127,61200,62100,0,0,0,,
61200,128,61200,62100,1,1,0,,
61200,148,61200,62100,1,1,0,,
61200,152,61200,62100,0,5,0,,
61200,153,61200,62100,0,0,0,,
61200,166,61200,62100,6,11,0,,
61200,194,61200,62100,1,1,0,,
61200,209,61200,62100,0,0,0,,
61200,231,61200,62100,0,0,0,,
61200,232,61200,62100,1,1,0,,
61200,243,61200,62100,2,7,0,,
61200,244,61200,62100,0,0,0,,
61200,263,61200,62100,1,1,0,,
61500,262,61500,62400,1,1,0,3.0,
61500,140,61500,62400,2,2,0,1.0,
61500,13,61500,62400,1,1,0,1.0,
61500,141,61500,62400,0,0,0,2.0,
61500,142,61500,62400,4,8,0,5.0,
61500,144,61500,62400,0,0,0,0.0,
61500,151,61500,62400,1,1,0,0.0,
61500,158,61500,62400,2,2,0,0.0,
61500,161,61500,62400,1,1,0,10.0,
61500,162,61500,62400,1,1,0,3.0,
61500,163,61500,62400,0,1,0,3.0,
61500,164,61500,62400,0,0,0,5.0,
61500,166,61500,62400,4,8,0,0.0,
61500,41,61500,62400,0,0,0,0.0,
61500,170,61500,62400,2,2,0,5.0,
61500,43,61500,62400,0,0,0,2.0,
61500,42,61500,62400,1,1,0,1.0,
61500,48,61500,62400,0,0,0,6.999999999999999,
61500,50,61500,62400,0,0,0,0.0,
61500,186,61500,62400,0,0,0,8.0,
61500,68,61500,62400,1,1,0,3.0,
61500,74,61500,62400,3,3,0,1.0,
61500,75,61500,62400,1,1,0,2.0,
61500,79,61500,62400,2,2,0,4.0,
61500,211,61500,62400,1,1,0,0.0,
61500,87,61500,62400,3,14,0,0.0,
61500,90,61500,62400,0,0,0,2.0,
61500,100,61500,62400,0,0,0,1.0,
61500,229,61500,62400,2,2,0,2.0,
61500,230,61500,62400,0,1,0,6.999999999999999,
61500,231,61500,62400,0,0,0,3.0,
61500,233,61500,62400,3,3,0,2.0,
61500,234,61500,62400,2,2,0,5.0,
61500,107,61500,62400,1,1,1,4.0,
61500,236,61500,62400,1,1,0,6.999999999999999,
61500,237,61500,62400,0,0,0,9.0,
61500,238,61500,62400,4,7,0,1.0,
61500,239,61500,62400,8,16,0,3.0,
61500,113,61500,62400,0,1,0,2.0,
61500,246,61500,62400,3,3,0,1.0,
61500,249,61500,62400,1,1,0,3.0,
61500,4,61500,62400,0,3,0,,
61500,12,61500,62400,0,0,0,,
61500,24,61500,62400,1,2,0,,
61500,45,61500,62400,1,1,0,,
61500,88,61500,62400,2,6,0,,
61500,114,61500,62400,2,2,0,,
61500,116,61500,62400,1,1,0,,
61500,120,61500,62400,1,1,0,,
61500,125,61500,62400,2,2,0,,
61500,127,61500,62400,0,0,0,,
61500,128,61500,62400,1,1,0,,
61500,137,61500,62400,1,1,0,,
61500,143,61500,62400,0,0,0,,
61500,148,61500,62400,1,1,0,,
61500,152,61500,62400,0,4,0,,
61500,153,61500,62400,0,0,0,,
61500,194,61500,62400,1,1,0,,
61500,209,61500,62400,0,0,0,,
61500,224,61500,62400,0,0,0,,
61500,232,61500,62400,1,1,0,,
61500,243,61500,62400,2,10,0,,
61500,244,61500,62400,0,0,0,,
61500,261,61500,62400,2,2,0,,
61500,263,61500,62400,1,1,0,,
61800,262,61800,62700,1,1,0,3.0,
61800,140,61800,62700,2,2,0,1.0,
61800,13,61800,62700,0,0,0,1.0,
61800,141,61800,62700,0,0,0,2.0,
61800,142,61800,62700,2,5,0,5.0,
61800,144,61800,62700,1,1,0,0.0,
61800,151,61800,62700,0,0,0,0.0,
61800,158,61800,62700,1,1,0,0.0,
61800,161,61800,62700,1,1,0,10.0,
61800,162,61800,62700,1,1,0,3.0,
61800,163,61800,62700,1,1,0,3.0,
61800,164,61800,62700,1,1,0,5.0,
61800,166,61800,62700,1,9,0,0.0,
61800,41,61800,62700,2,2,0,0.0,
61800,170,61800,62700,2,2,0,5.0,
61800,43,61800,62700,0,0,0,2.0,
61800,42,61800,62700,1,1,0,1.0,
61800,48,61800,62700,1,1,0,6.999999999999999,
61800,50,61800,62700,0,0,0,0.0,
61800,186,61800,62700,0,1,0,8.0,
61800,68,61800,62700,1,1,0,3.0,
61800,74,61800,62700,3,3,0,1.0,
61800,75,61800,62700,1,1,0,2.0,
61800,79,61800,62700,1,1,0,4.0,
61800,211,61800,62700,2,2,0,0.0,
61800,87,61800,62700,6,16,0,0.0,
61800,90,61800,62700,0,0,0,2.0,
61800,100,61800,62700,0,0,0,1.0,
61800,229,61800,62700,1,1,0,2.0,
61800,230,61800,62700,0,1,0,6.999999999999999,
61800,231,61800,62700,1,1,0,3.0,
61800,233,61800,62700,1,1,0,2.0,
61800,234,61800,62700,2,2,0,5.0,
61800,107,61800,62700,0,0,1,4.0,
61800,236,61800,62700,1,1,0,6.999999999999999,
61800,237,61800,62700,1,1,0,9.0,
61800,238,61800,62700,1,4,0,1.0,
61800,239,61800,62700,8,14,0,3.0,
61800,113,61800,62700,1,2,0,2.0,
61800,246,61800,62700,3,3,0,1.0,
61800,249,61800,62700,1,1,0,3.0,
61800,4,61800,62700,0,4,0,,
61800,12,61800,62700,0,0,0,,
61800,24,61800,62700,1,2,0,,
61800,45,61800,62700,0,0,0,,
61800,88,61800,62700,2,4,0,,
61800,114,61800,62700,1,1,0,,
61800,116,61800,62700,0,0,0,,
61800,120,61800,62700,1,1,0,,
61800,125,61800,62700,2,2,0,,
61800,127,61800,62700,2,2,0,,
61800,128,61800,62700,1,1,0,,
61800,137,61800,62700,1,1,0,,
61800,143,61800,62700,1,1,0,,
61800,148,61800,62700,1,1,0,,
61800,152,61800,62700,0,3,0,,
61800,153,61800,62700,0,0,0,,
61800,194,61800,62700,1,1,0,,
61800,209,61800,62700,0,0,0,,
61800,224,61800,62700,0,0,0,,
61800,232,61800,62700,1,1,0,,
61800,243,61800,62700,3,10,0,,
61800,244,61800,62700,1,1,0,,
61800,261,61800,62700,1,1,0,,
61800,263,61800,62700,1,1,0,,
62100,262,62100,63000,1,1,0,3.0,
62100,140,62100,63000,3,3,0,1.0,
62100,13,62100,63000,0,0,0,1.0,
62100,141,62100,63000,0,0,0,2.0,
62100,142,62100,63000,3,4,0,5.0,
62100,144,62100,63000,1,1,0,0.0,
62100,151,62100,63000,0,0,0,0.0,
62100,158,62100,63000,1,1,0,0.0,
62100,161,62100,63000,1,1,0,10.0,
62100,162,62100,63000,1,1,0,3.0,
62100,163,62100,63000,1,1,0,3.0,
62100,164,62100,63000,1,1,0,5.0,
62100,166,62100,63000,3,11,0,0.0,
62100,41,62100,63000,2,2,0,0.0,
62100,170,62100,63000,3,3,0,5.0,
62100,43,62100,63000,0,0,0,2.0,
62100,42,62100,63000,1,1,0,1.0,
62100,48,62100,63000,0,0,0,7.0,
62100,50,62100,63000,0,0,0,0.0,
62100,186,62100,63000,0,1,0,8.0,
62100,68,62100,63000,1,1,0,3.0,
62100,74,62100,63000,3,3,0,1.0,
62100,75,62100,63000,1,1,0,2.0,
62100,79,62100,63000,1,3,0,4.0,
62100,211,62100,63000,2,2,0,0.0,
62100,87,62100,63000,11,13,0,0.0,
62100,90,62100,63000,0,0,0,2.0,
62100,100,62100,63000,0,0,0,1.0,
62100,229,62100,63000,1,1,0,2.0,
62100,230,62100,63000,0,1,0,7.0,
62100,231,62100,63000,1,1,0,3.0,
62100,233,62100,63000,1,1,0,2.0,
62100,234,62100,63000,2,2,0,5.0,
62100,107,62100,63000,0,0,1,4.0,
62100,236,62100,63000,1,1,0,7.0,
62100,237,62100,63000,1,1,0,9.0,
62100,238,62100,63000,2,2,0,1.0,
62100,239,62100,63000,11,17,0,3.0,
62100,113,62100,63000,3,3,0,2.0,
62100,246,62100,63000,2,2,0,1.0,
62100,249,62100,63000,1,1,0,3.0,
62100,4,62100,63000,3,9,0,,
62100,12,62100,63000,0,0,0,,
62100,24,62100,63000,1,1,0,,
62100,45,62100,63000,0,0,0,,
62100,88,62100,63000,2,5,0,,
62100,114,62100,63000,1,1,0,,
62100,116,62100,63000,0,0,0,,
62100,120,62100,63000,1,1,0,,
62100,125,62100,63000,2,2,0,,
62100,127,62100,63000,2,2,0,,
62100,128,62100,63000,1,1,0,,
62100,137,62100,63000,1,1,0,,
62100,143,62100,63000,1,1,0,,
62100,148,62100,63000,1,1,0,,
62100,152,62100,63000,1,3,0,,
62100,153,62100,63000,0,0,0,,
62100,194,62100,63000,1,1,0,,
62100,209,62100,63000,0,0,0,,
62100,224,62100,63000,0,0,0,,
62100,232,62100,63000,1,1,0,,
62100,243,62100,63000,4,9,0,,
62100,244,62100,63000,1,1,0,,
62100,261,62100,63000,2,2,0,,
62100,263,62100,63000,1,1,0,,
62400,261,62400,63300,1,1,0,1.0,
62400,137,62400,63300,1,1,0,1.0,
62400,12,62400,63300,0,0,0,0.0,
62400,13,62400,63300,1,1,0,0.0,
62400,141,62400,63300,0,0,0,2.0,
62400,142,62400,63300,0,2,0,3.0,
62400,143,62400,63300,1,1,0,2.0,
62400,144,62400,63300,2,2,0,1.0,
62400,140,62400,63300,3,3,0,1.0,
62400,148,62400,63300,1,1,0,0.0,
62400,151,62400,63300,1,1,0,1.0,
62400,158,62400,63300,1,1,0,1.0,
62400,161,62400,63300,1,1,0,5.0,
62400,162,62400,63300,1,1,0,1.0,
62400,163,62400,63300,1,1,0,6.0,
62400,164,62400,63300,1,1,0,3.0,
62400,166,62400,63300,1,6,0,0.0,
62400,41,62400,63300,2,2,0,1.0,
62400,170,62400,63300,2,2,0,4.0,
62400,43,62400,63300,0,0,0,1.0,
62400,48,62400,63300,1,1,0,5.0,
62400,50,62400,63300,0,0,0,1.0,
62400,186,62400,63300,0,1,0,5.0,
62400,68,62400,63300,1,1,0,8.0,
62400,75,62400,63300,1,1,0,1.0,
62400,79,62400,63300,1,3,0,0.0,
62400,209,62400,63300,0,0,0,0.0,
62400,87,62400,63300,4,13,0,0.0,
62400,90,62400,63300,0,0,0,0.0,
62400,100,62400,63300,0,0,0,2.0,
62400,229,62400,63300,2,2,0,4.0,
62400,230,62400,63300,0,0,0,11.0,
62400,231,62400,63300,1,1,0,3.0,
62400,233,62400,63300,1,1,0,1.0,
62400,234,62400,63300,2,2,0,9.0,
62400,107,62400,63300,1,1,1,3.0,
62400,236,62400,63300,1,1,0,6.0,
62400,237,62400,63300,1,1,0,2.0,
62400,238,62400,63300,1,4,0,2.0,
62400,239,62400,63300,11,14,0,2.0,
62400,113,62400,63300,1,1,0,2.0,
62400,246,62400,63300,1,1,0,1.0,
62400,249,62400,63300,1,1,0,3.0,
62400,125,62400,63300,2,2,0,0.0,
62400,4,62400,63300,5,12,0,,
62400,24,62400,63300,0,0,0,,
62400,42,62400,63300,1,1,0,,
62400,45,62400,63300,0,0,0,,
62400,74,62400,63300,3,3,0,,
62400,88,62400,63300,3,10,0,,
62400,114,62400,63300,1,1,0,,
62400,116,62400,63300,0,0,0,,
62400,120,62400,63300,1,1,0,,
62400,127,62400,63300,2,2,0,,
62400,128,62400,63300,1,1,0,,
62400,152,62400,63300,0,3,0,,
62400,153,62400,63300,0,0,0,,
62400,194,62400,63300,1,1,0,,
62400,211,62400,63300,1,1,0,,
62400,224,62400,63300,0,0,0,,
62400,232,62400,63300,1,1,0,,
62400,243,62400,63300,2,7,0,,
62400,244,62400,63300,1,1,0,,
62400,262,62400,63300,1,1,0,,
62400,263,62400,63300,1,1,0,,
62700,261,62700,63600,1,1,0,1.0,
62700,137,62700,63600,1,1,0,1.0,
62700,12,62700,63600,0,0,0,0.0,
62700,13,62700,63600,1,1,0,0.0,
62700,141,62700,63600,0,0,0,2.0,
62700,142,62700,63600,0,2,0,3.0,
62700,143,62700,63600,0,0,0,2.0,
62700,144,62700,63600,2,2,0,1.0,
62700,140,62700,63600,3,3,0,1.0,
62700,148,62700,63600,1,1,0,0.0,
62700,151,62700,63600,1,1,0,1.0,
62700,158,62700,63600,2,2,0,1.0,
62700,161,62700,63600,1,1,0,5.0,
62700,162,62700,63600,1,1,0,1.0,
62700,163,62700,63600,0,1,0,6.0,
62700,164,62700,63600,1,2,0,3.0,
62700,166,62700,63600,2,7,0,0.0,
62700,41,62700,63600,2,2,0,1.0,
62700,170,62700,63600,2,2,0,4.0,
62700,43,62700,63600,0,0,0,1.0,
62700,48,62700,63600,1,1,0,5.0,
62700,50,62700,63600,0,0,0,1.0,
62700,186,62700,63600,0,0,0,5.0,
62700,68,62700,63600,1,2,0,8.0,
62700,75,62700,63600,1,1,0,1.0,
62700,79,62700,63600,1,3,0,0.0,
62700,209,62700,63600,0,0,0,0.0,
62700,87,62700,63600,5,17,0,0.0,
62700,90,62700,63600,0,0,0,0.0,
62700,100,62700,63600,0,0,0,2.0,
62700,229,62700,63600,2,2,0,4.0,
62700,230,62700,63600,0,0,0,11.0,
62700,231,62700,63600,1,1,0,3.0,
62700,233,62700,63600,1,1,0,1.0,
62700,234,62700,63600,2,2,0,9.0,
62700,107,62700,63600,1,1,1,3.0,
62700,236,62700,63600,1,1,0,6.0,
62700,237,62700,63600,1,1,0,2.0,
62700,238,62700,63600,1,3,0,2.0,
62700,239,62700,63600,6,13,0,2.0,
62700,113,62700,63600,1,1,0,2.0,
62700,246,62700,63600,2,2,0,1.0,
62700,249,62700,63600,1,1,0,3.0,
62700,125,62700,63600,2,2,0,0.0,
62700,4,62700,63600,8,10,0,,
62700,24,62700,63600,0,1,0,,
62700,42,62700,63600,1,1,0,,
62700,45,62700,63600,1,1,0,,
62700,74,62700,63600,3,3,0,,
62700,88,62700,63600,2,7,0,,
62700,114,62700,63600,1,1,0,,
62700,116,62700,63600,0,0,0,,
62700,120,62700,63600,1,1,0,,
62700,127,62700,63600,2,2,0,,
62700,128,62700,63600,1,1,0,,
62700,152,62700,63600,2,5,0,,
62700,153,62700,63600,0,0,0,,
62700,194,62700,63600,1,1,0,,
62700,211,62700,63600,0,0,0,,
62700,224,62700,63600,0,0,0,,
62700,232,62700,63600,1,1,0,,
62700,243,62700,63600,2,7,0,,
62700,244,62700,63600,1,1,0,,
62700,262,62700,63600,1,1,0,,
62700,263,62700,63600,1,1,0,,
63000,261,63000,63900,1,1,0,1.0,
63000,137,63000,63900,1,1,0,1.0,
63000,12,63000,63900,0,0,0,0.0,
63000,13,63000,63900,1,1,0,0.0,
63000,141,63000,63900,0,0,0,2.0,
63000,142,63000,63900,0,4,0,3.0,
63000,143,63000,63900,0,0,0,2.0,
63000,144,63000,63900,2,2,0,1.0,
63000,140,63000,63900,3,3,0,1.0,
63000,148,63000,63900,1,1,0,0.0,
63000,151,63000,63900,1,3,0,1.0,
63000,158,63000,63900,2,2,0,1.0,
63000,161,63000,63900,1,1,0,5.0,
