time,zone_id,out perfect_trips,out perfect_pax,in perfect_trips,in perfect_pax
2700,144,3,3,0,0
2700,140,0,0,1,1
2700,141,0,0,1,1
2700,148,4,4,3,3
2700,152,0,0,1,1
2700,158,2,2,0,0
2700,161,4,4,0,0
2700,162,1,1,1,1
2700,163,0,0,1,1
2700,164,3,3,0,0
2700,41,1,1,1,1
2700,170,1,1,1,1
2700,48,5,5,3,3
2700,50,0,0,1,1
2700,186,0,0,2,2
2700,68,3,3,3,3
2700,74,0,0,3,3
2700,75,0,0,1,1
2700,79,3,3,1,1
2700,211,0,0,1,1
2700,87,0,0,2,2
2700,88,0,0,1,1
2700,90,4,4,2,2
2700,224,1,1,0,0
2700,229,0,0,2,2
2700,230,2,2,0,0
2700,231,1,1,1,1
2700,233,0,0,1,1
2700,234,1,1,1,1
2700,107,1,1,3,3
2700,237,0,0,1,1
2700,238,0,0,1,1
2700,239,1,1,0,0
2700,113,3,3,1,1
2700,114,2,2,2,2
2700,243,0,0,1,1
2700,244,1,1,0,0
2700,116,0,0,1,1
2700,246,1,1,2,2
2700,249,4,4,1,1
2700,125,0,0,2,2
3600,261,0,0,1,1
3600,137,0,0,2,2
3600,140,0,0,2,2
3600,13,0,0,1,1
3600,142,1,1,0,0
3600,141,0,0,3,3
3600,144,4,4,0,0
3600,148,11,11,2,2
3600,24,0,0,1,1
3600,158,1,1,2,2
3600,161,1,1,0,0
3600,162,0,0,2,2
3600,163,1,1,1,1
3600,164,2,2,1,1
3600,45,0,0,2,2
3600,48,5,5,1,1
3600,50,0,0,2,2
3600,186,2,2,2,2
3600,68,2,2,0,0
3600,79,0,0,2,2
3600,209,2,2,0,0
3600,211,0,0,1,1
3600,87,0,0,3,3
3600,90,2,2,1,1
3600,229,1,1,1,1
3600,230,3,3,0,0
3600,231,1,1,3,3
3600,232,0,0,1,1
3600,234,2,2,3,3
3600,107,1,1,5,5
3600,237,0,0,1,1
3600,238,0,0,1,1
3600,239,0,0,1,1
3600,113,0,0,2,2
3600,114,5,5,1,1
3600,246,2,2,0,0
3600,249,3,3,0,0
3600,125,0,0,1,1
4500,4,0,0,1,1
4500,261,0,0,1,1
4500,137,0,0,2,2
4500,141,1,1,1,1
4500,142,2,2,1,1
4500,144,1,1,0,0
4500,148,9,9,3,3
4500,158,1,1,2,2
4500,161,1,1,1,1
4500,162,0,0,1,1
4500,163,1,1,1,1
4500,164,1,1,0,0
4500,42,1,1,0,0
4500,170,1,1,3,3
4500,45,1,1,0,0
4500,48,6,6,1,1
4500,50,0,0,1,1
4500,186,2,2,1,1
4500,68,2,2,0,0
4500,74,0,0,1,1
4500,75,0,0,3,3
4500,79,4,4,1,1
4500,209,0,0,3,3
4500,211,1,1,1,1
4500,88,0,0,1,1
4500,224,0,0,1,1
4500,100,1,1,1,1
4500,229,1,1,1,1
4500,230,0,0,1,1
4500,231,2,2,1,1
4500,233,0,0,2,2
4500,234,0,0,2,2
4500,107,1,1,1,1
4500,236,0,0,1,1
4500,237,0,0,1,1
4500,238,0,0,1,1
4500,239,0,0,2,2
4500,113,1,1,2,2
4500,114,4,4,1,1
4500,244,0,0,1,1
4500,246,0,0,1,1
4500,249,6,6,1,1
5400,13,0,0,1,1
5400,142,2,2,1,1
5400,141,0,0,1,1
5400,144,5,5,0,0
5400,143,0,0,2,2
5400,148,5,5,2,2
5400,158,2,2,2,2
5400,161,1,1,4,4
5400,162,0,0,2,2
5400,163,1,1,1,1
5400,164,2,2,2,2
5400,166,1,1,2,2
5400,41,0,0,1,1
5400,170,3,3,3,3
5400,43,1,1,0,0
5400,42,0,0,1,1
5400,48,1,1,4,4
5400,186,2,2,1,1
5400,68,3,3,0,0
5400,75,0,0,1,1
5400,79,6,6,3,3
5400,209,0,0,1,1
5400,87,0,0,1,1
5400,90,2,2,1,1
5400,100,1,1,2,2
5400,229,2,2,1,1
5400,230,6,6,1,1
5400,231,0,0,3,3
5400,233,0,0,2,2
5400,234,2,2,2,2
5400,107,3,3,2,2
5400,236,1,1,0,0
5400,238,0,0,1,1
5400,239,0,0,1,1
5400,113,1,1,3,3
5400,114,4,4,2,2
5400,116,1,1,0,0
5400,246,2,2,1,1
5400,249,1,1,2,2
5400,125,0,0,1,1
6300,262,0,0,2,2
6300,137,1,1,1,1
6300,140,1,1,0,0
6300,141,1,1,0,0
6300,13,0,0,1,1
6300,142,0,0,1,1
6300,144,2,2,3,3
6300,143,0,0,1,1
6300,148,5,5,2,2
6300,24,1,1,0,0
6300,158,2,2,0,0
6300,161,1,1,1,1
6300,162,1,1,0,0
6300,163,1,1,0,0
6300,164,0,0,2,2
6300,166,0,0,1,1
6300,41,0,0,2,2
6300,42,1,1,0,0
6300,170,0,0,1,1
6300,48,2,2,2,2
6300,186,1,1,2,2
6300,68,2,2,0,0
6300,75,0,0,2,2
6300,79,7,7,10,10
6300,209,2,2,0,0
6300,211,2,2,0,0
6300,87,0,0,1,1
6300,88,1,1,0,0
6300,90,1,1,1,1
6300,100,2,2,0,0
6300,230,0,0,1,1
6300,231,1,1,1,1
6300,233,0,0,4,4
6300,234,0,0,3,3
6300,107,3,3,0,0
6300,236,0,0,1,1
6300,237,0,0,1,1
6300,238,0,0,2,2
6300,113,2,2,1,1
6300,114,7,7,1,1
6300,246,0,0,1,1
6300,249,3,3,1,1
6300,125,1,1,1,1
7200,137,0,0,2,2
7200,140,0,0,2,2
7200,13,1,1,0,0
7200,142,0,0,1,1
7200,144,0,0,4,4
7200,148,3,3,3,3
7200,158,4,4,0,0
7200,161,3,3,0,0
7200,162,1,1,1,1
7200,163,2,2,0,0
7200,164,2,2,1,1
7200,41,0,0,2,2
7200,170,0,0,1,1
7200,43,0,0,1,1
7200,48,0,0,3,3
7200,50,2,2,1,1
7200,186,1,1,1,1
7200,68,2,2,3,3
7200,74,0,0,1,1
7200,75,0,0,3,3
7200,79,12,12,3,3
7200,211,0,0,1,1
7200,87,0,0,1,1
7200,100,2,2,0,0
7200,229,1,1,3,3
7200,230,2,2,1,1
7200,231,0,0,1,1
7200,233,0,0,2,2
7200,234,1,1,0,0
7200,107,1,1,3,3
7200,238,0,0,1,1
7200,113,1,1,0,0
7200,114,3,3,1,1
7200,244,0,0,1,1
7200,246,3,3,1,1
7200,249,3,3,1,1
8100,137,1,1,0,0
8100,140,0,0,1,1
8100,141,0,0,2,2
8100,144,1,1,0,0
8100,148,5,5,4,4
8100,24,0,0,1,1
8100,158,2,2,0,0
8100,161,1,1,0,0
8100,163,1,1,0,0
8100,164,2,2,7,7
8100,170,2,2,4,4
8100,43,1,1,0,0
8100,42,0,0,1,1
8100,48,4,4,4,4
8100,186,1,1,1,1
8100,68,3,3,2,2
8100,74,0,0,1,1
8100,79,9,9,4,4
8100,211,1,1,0,0
8100,87,1,1,0,0
8100,90,1,1,0,0
8100,224,0,0,1,1
8100,100,2,2,2,2
8100,229,0,0,1,1
8100,230,2,2,3,3
8100,231,1,1,2,2
8100,232,0,0,1,1
8100,233,0,0,1,1
8100,234,2,2,1,1
8100,107,0,0,2,2
8100,238,0,0,1,1
8100,239,1,1,0,0
8100,113,2,2,1,1
8100,114,5,5,1,1
8100,246,2,2,1,1
8100,249,0,0,4,4
8100,125,1,1,0,0
9000,140,0,0,2,2
9000,13,0,0,1,1
9000,142,0,0,1,1
9000,144,1,1,1,1
9000,148,5,5,0,0
9000,151,1,1,1,1
9000,158,3,3,1,1
9000,162,0,0,1,1
9000,164,1,1,0,0
9000,41,1,1,0,0
9000,42,1,1,0,0
9000,170,0,0,3,3
9000,48,2,2,2,2
9000,50,0,0,2,2
9000,186,0,0,3,3
9000,79,5,5,2,2
9000,211,1,1,0,0
9000,90,1,1,1,1
9000,229,1,1,1,1
9000,233,1,1,1,1
9000,234,1,1,2,2
9000,238,0,0,2,2
9000,239,1,1,1,1
9000,114,1,1,1,1
9000,246,1,1,0,0
9000,249,1,1,0,0
9900,262,0,0,1,1
9900,137,0,0,4,4
9900,141,1,1,0,0
9900,142,0,0,1,1
9900,143,0,0,1,1
9900,144,1,1,0,0
9900,148,7,7,2,2
9900,162,1,1,0,0
9900,163,0,0,1,1
9900,166,0,0,1,1
9900,42,1,1,1,1
9900,170,1,1,1,1
9900,45,0,0,1,1
9900,48,1,1,1,1
9900,186,0,0,1,1
9900,74,0,0,1,1
9900,79,4,4,2,2
9900,209,1,1,0,0
9900,211,1,1,0,0
9900,87,0,0,1,1
9900,88,0,0,1,1
9900,90,2,2,2,2
9900,100,2,2,0,0
9900,229,0,0,3,3
9900,230,0,0,3,3
9900,231,1,1,0,0
9900,232,1,1,0,0
9900,233,0,0,1,1
9900,107,2,2,2,2
9900,237,0,0,2,2
9900,114,1,1,1,1
9900,246,4,4,0,0
9900,249,3,3,1,1
9900,125,1,1,0,0
10800,137,1,1,1,1
10800,148,1,1,0,0
10800,158,2,2,0,0
10800,162,0,0,1,1
10800,163,0,0,1,1
10800,170,0,0,3,3
10800,48,0,0,1,1
10800,186,0,0,1,1
10800,68,2,2,1,1
10800,75,0,0,1,1
10800,79,4,4,0,0
10800,87,0,0,1,1
10800,90,2,2,0,0
10800,229,0,0,1,1
10800,231,1,1,0,0
10800,233,1,1,1,1
10800,234,0,0,1,1
10800,107,1,1,1,1
10800,238,1,1,0,0
10800,114,1,1,1,1
10800,249,1,1,2,2
11700,262,0,0,1,1
11700,141,0,0,1,1
11700,144,1,1,0,0
11700,148,2,2,0,0
11700,158,1,1,0,0
11700,163,0,0,1,1
11700,170,1,1,1,1
11700,42,0,0,1,1
11700,186,2,2,0,0
11700,68,0,0,1,1
11700,79,0,0,1,1
11700,90,0,0,1,1
11700,100,2,2,0,0
11700,229,2,2,0,0
11700,230,0,0,1,1
11700,231,0,0,1,1
11700,233,0,0,1,1
11700,107,1,1,0,0
11700,238,1,1,0,0
11700,239,0,0,1,1
11700,114,0,0,1,1
11700,244,0,0,1,1
11700,246,1,1,0,0
11700,249,1,1,1,1
12600,137,0,0,1,1
12600,143,1,1,1,1
12600,148,2,2,1,1
12600,158,1,1,0,0
12600,163,1,1,0,0
12600,164,0,0,1,1
12600,41,1,1,0,0
12600,170,0,0,1,1
12600,48,2,2,1,1
12600,68,2,2,0,0
12600,74,0,0,1,1
12600,79,1,1,1,1
12600,230,0,0,1,1
12600,234,0,0,2,2
12600,107,0,0,1,1
12600,237,0,0,1,1
12600,238,0,0,1,1
12600,114,2,2,0,0
12600,246,1,1,0,0
13500,261,0,0,1,1
13500,262,0,0,2,2
13500,141,2,2,1,1
13500,13,0,0,1,1
13500,144,1,1,0,0
13500,148,4,4,2,2
13500,151,1,1,0,0
13500,158,1,1,0,0
13500,163,0,0,3,3
13500,164,2,2,1,1
13500,166,0,0,1,1
13500,170,1,1,2,2
13500,45,1,1,0,0
13500,48,2,2,0,0
13500,50,0,0,1,1
13500,186,1,1,1,1
13500,68,0,0,1,1
13500,75,0,0,1,1
13500,79,3,3,2,2
13500,211,0,0,1,1
13500,90,1,1,0,0
13500,224,1,1,0,0
13500,229,0,0,1,1
13500,230,0,0,1,1
13500,231,1,1,0,0
13500,233,1,1,1,1
13500,234,1,1,1,1
13500,107,1,1,0,0
13500,238,0,0,1,1
13500,239,1,1,0,0
13500,114,1,1,0,0
13500,246,1,1,1,1
13500,125,0,0,1,1
14400,163,0,0,1,1
14400,100,1,1,1,1
14400,164,1,1,0,0
14400,4,1,1,0,0
14400,230,1,1,0,0
14400,68,0,0,1,1
14400,170,0,0,1,1
14400,79,0,0,3,3
14400,48,1,1,1,1
14400,148,1,1,0,0
14400,246,1,1,0,0
14400,88,0,0,1,1
14400,249,2,2,0,0
15300,100,1,1,0,0
15300,68,0,0,1,1
15300,230,0,0,1,1
15300,232,0,0,1,1
15300,234,0,0,1,1
15300,107,2,2,0,0
15300,45,0,0,1,1
15300,79,2,2,0,0
15300,148,0,0,1,1
15300,246,1,1,0,0
16200,162,0,0,1,1
16200,236,1,1,0,0
16200,114,0,0,1,1
16200,148,0,0,1,1
16200,249,1,1,0,0
16200,186,1,1,0,0
17100,48,1,1,0,0
17100,186,0,0,1,1
19800,74,0,0,1,1
19800,107,1,1,0,0
21600,230,0,0,2,2
21600,170,1,1,0,0
21600,13,1,1,0,0
21600,143,1,1,0,0
21600,239,0,0,1,1
21600,209,1,1,0,0
21600,186,0,0,1,1
22500,161,1,1,0,0
22500,162,0,0,1,1
22500,41,1,1,0,0
22500,79,0,0,1,1
22500,148,1,1,0,0
22500,186,0,0,1,1
23400,164,0,0,1,1
23400,68,0,0,1,1
23400,166,0,0,1,1
23400,79,1,1,0,0
23400,48,1,1,0,0
23400,116,1,1,0,0
24300,162,1,1,0,0
24300,163,0,0,1,1
24300,41,1,1,0,0
24300,137,0,0,1,1
24300,140,0,0,1,1
24300,141,1,1,0,0
24300,48,0,0,1,1
24300,113,1,1,0,0
24300,148,1,1,0,0
24300,125,0,0,1,1
25200,4,0,0,1,1
25200,164,0,0,1,1
25200,262,1,1,0,0
25200,230,0,0,1,1
25200,233,1,1,0,0
25200,137,1,1,1,1
25200,75,1,1,0,0
25200,42,0,0,1,1
25200,237,1,1,0,0
25200,113,0,0,1,1
25200,209,0,0,1,1
25200,186,1,1,0,0
25200,125,1,1,0,0
26100,162,0,0,1,1
26100,164,0,0,1,1
26100,229,1,1,0,0
26100,107,1,1,0,0
26100,43,0,0,1,1
26100,141,1,1,1,1
26100,239,1,1,0,0
26100,48,1,1,0,0
26100,148,0,0,1,1
26100,87,1,1,0,0
26100,151,1,1,0,0
26100,249,0,0,1,1
26100,186,0,0,1,1
27000,161,1,1,0,0
27000,162,0,0,1,1
27000,163,0,0,1,1
27000,100,1,1,1,1
27000,262,1,1,0,0
27000,231,1,1,0,0
27000,234,1,1,2,2
27000,43,1,1,1,1
27000,170,0,0,1,1
27000,13,0,0,1,1
27000,238,1,1,0,0
27000,48,0,0,1,1
27000,211,1,1,0,0
27000,116,1,1,0,0
27000,186,2,2,1,1
27000,158,0,0,1,1
27900,161,0,0,1,1
27900,162,1,1,0,0
27900,68,1,1,1,1
27900,164,1,1,0,0
27900,230,1,1,1,1
27900,100,0,0,1,1
27900,140,0,0,1,1
27900,237,1,1,0,0
27900,143,1,1,0,0
27900,239,0,0,1,1
27900,113,1,1,0,0
27900,50,1,1,0,0
27900,209,0,0,1,1
27900,246,0,0,1,1
27900,90,1,1,1,1
28800,161,1,1,0,0
28800,162,0,0,1,1
28800,4,1,1,0,0
28800,68,1,1,0,0
28800,164,1,1,1,1
28800,229,1,1,0,0
28800,231,0,0,1,1
28800,170,1,1,1,1
28800,43,1,1,1,1
28800,236,2,2,0,0
28800,13,1,1,0,0
28800,238,0,0,1,1
28800,143,0,0,1,1
28800,48,0,0,1,1
28800,246,1,1,0,0
28800,87,0,0,1,1
28800,186,0,0,2,2
29700,262,0,0,1,1
29700,137,1,1,0,0
29700,13,0,0,2,2
29700,142,1,1,0,0
29700,144,1,1,0,0
29700,148,1,1,0,0
29700,151,1,1,0,0
29700,162,0,0,1,1
29700,163,1,1,1,1
29700,41,0,0,1,1
29700,170,0,0,1,1
29700,43,1,1,0,0
29700,48,1,1,0,0
29700,186,1,1,2,2
29700,79,1,1,0,0
29700,100,1,1,0,0
29700,233,0,0,1,1
29700,234,0,0,1,1
29700,107,1,1,2,2
29700,237,1,1,0,0
29700,238,0,0,1,1
29700,116,1,1,0,0
29700,246,1,1,0,0
29700,127,0,0,1,1
30600,262,1,1,0,0
30600,140,0,0,2,2
30600,141,0,0,1,1
30600,142,1,1,1,1
30600,143,1,1,1,1
30600,151,2,2,0,0
30600,161,1,1,1,1
30600,163,0,0,1,1
30600,170,1,1,0,0
30600,43,1,1,1,1
30600,186,1,1,3,3
30600,74,1,1,0,0
30600,75,1,1,0,0
30600,100,0,0,1,1
30600,229,0,0,1,1
30600,230,0,0,1,1
30600,234,1,1,0,0
30600,107,1,1,0,0
30600,237,1,1,0,0
30600,238,1,1,2,2
30600,239,1,1,1,1
30600,113,1,1,0,0
31500,262,0,0,1,1
31500,137,0,0,1,1
31500,140,2,2,0,0
31500,141,0,0,1,1
31500,142,0,0,2,2
31500,143,1,1,0,0
31500,158,0,0,1,1
31500,161,1,1,1,1
31500,164,0,0,2,2
31500,41,0,0,1,1
31500,170,2,2,2,2
31500,42,0,0,1,1
31500,43,0,0,1,1
31500,48,1,1,0,0
31500,186,0,0,1,1
31500,75,1,1,0,0
31500,79,0,0,1,1
31500,211,0,0,1,1
31500,88,0,0,2,2
31500,90,2,2,0,0
31500,230,1,1,0,0
31500,231,2,2,0,0
31500,236,2,2,1,1
31500,238,2,2,0,0
31500,239,1,1,0,0
31500,249,1,1,0,0
31500,125,1,1,0,0
32400,261,0,0,1,1
32400,262,2,2,0,0
32400,137,1,1,0,0
32400,141,1,1,2,2
32400,142,0,0,1,1
32400,143,2,2,1,1
32400,148,2,2,0,0
32400,151,1,1,1,1
32400,161,1,1,0,0
32400,162,1,1,3,3
32400,163,1,1,1,1
32400,164,1,1,0,0
32400,41,0,0,1,1
32400,42,1,1,0,0
32400,170,1,1,1,1
32400,43,0,0,1,1
32400,186,2,2,3,3
32400,68,1,1,1,1
32400,75,1,1,2,2
32400,90,0,0,2,2
32400,224,1,1,0,0
32400,229,2,2,0,0
32400,230,1,1,1,1
32400,233,0,0,1,1
32400,234,1,1,1,1
32400,107,1,1,0,0
32400,236,0,0,1,1
32400,237,1,1,2,2
32400,238,1,1,1,1
32400,239,1,1,0,0
33300,262,1,1,0,0
33300,137,1,1,0,0
33300,140,0,0,1,1
33300,13,1,1,1,1
33300,141,1,1,1,1
33300,142,0,0,2,2
33300,143,0,0,1,1
33300,148,0,0,1,1
33300,24,0,0,1,1
33300,161,1,1,1,1
33300,162,2,2,0,0
33300,163,0,0,1,1
33300,164,2,2,0,0
33300,41,2,2,0,0
33300,170,1,1,1,1
33300,42,0,0,1,1
33300,43,0,0,1,1
33300,48,1,1,0,0
33300,50,1,1,2,2
33300,186,1,1,2,2
33300,68,0,0,1,1
33300,75,0,0,1,1
33300,79,3,3,0,0
33300,90,0,0,2,2
33300,100,1,1,0,0
33300,229,0,0,3,3
33300,230,2,2,0,0
33300,231,0,0,1,1
33300,233,0,0,1,1
33300,107,1,1,2,2
33300,236,1,1,0,0
33300,237,2,2,1,1
33300,239,2,2,0,0
33300,113,2,2,1,1
33300,114,1,1,0,0
33300,116,1,1,0,0
33300,249,1,1,2,2
34200,4,0,0,1,1
34200,261,2,2,0,0
34200,262,1,1,0,0
34200,140,2,2,1,1
34200,13,0,0,2,2
34200,142,0,0,1,1
34200,161,1,1,0,0
34200,162,1,1,0,0
34200,163,1,1,0,0
34200,164,1,1,1,1
34200,41,0,0,1,1
34200,170,1,1,1,1
34200,43,0,0,1,1
34200,48,2,2,1,1
34200,186,1,1,0,0
34200,68,3,3,1,1
34200,74,1,1,1,1
34200,75,1,1,0,0
34200,79,0,0,1,1
34200,87,0,0,1,1
34200,88,1,1,0,0
34200,90,1,1,0,0
34200,224,2,2,0,0
34200,100,1,1,4,4
34200,229,1,1,2,2
34200,230,1,1,1,1
34200,231,0,0,1,1
34200,233,1,1,2,2
34200,234,1,1,1,1
34200,107,0,0,2,2
34200,236,1,1,0,0
34200,237,1,1,2,2
34200,239,2,2,1,1
34200,113,2,2,0,0
34200,246,0,0,4,4
34200,249,2,2,2,2
34200,125,1,1,0,0
35100,4,1,1,0,0
35100,262,2,2,0,0
35100,137,0,0,2,2
35100,140,1,1,0,0
35100,13,1,1,0,0
35100,141,1,1,2,2
35100,143,2,2,1,1
35100,142,0,0,3,3
35100,148,0,0,1,1
35100,151,0,0,1,1
35100,161,1,1,1,1
35100,162,1,1,0,0
35100,163,2,2,3,3
35100,164,1,1,0,0
35100,170,1,1,0,0
35100,43,0,0,1,1
35100,45,0,0,1,1
35100,50,0,0,1,1
35100,186,5,5,3,3
35100,68,2,2,2,2
35100,74,0,0,1,1
35100,75,0,0,1,1
35100,79,1,1,0,0
35100,211,1,1,0,0
35100,90,2,2,1,1
35100,229,1,1,1,1
35100,230,0,0,2,2
35100,231,0,0,1,1
35100,233,1,1,0,0
35100,234,0,0,1,1
35100,107,2,2,1,1
35100,236,1,1,0,0
35100,237,3,3,1,1
35100,238,0,0,1,1
35100,239,2,2,1,1
35100,113,1,1,1,1
35100,114,0,0,1,1
35100,246,1,1,1,1
36000,4,0,0,1,1
36000,262,4,4,4,4
36000,137,0,0,1,1
36000,140,0,0,1,1
36000,13,1,1,0,0
36000,141,3,3,0,0
36000,142,5,5,4,4
36000,143,2,2,1,1
36000,144,0,0,1,1
36000,148,0,0,1,1
36000,151,1,1,1,1
36000,24,2,2,0,0
36000,158,1,1,0,0
36000,161,1,1,1,1
36000,162,0,0,1,1
36000,163,0,0,2,2
36000,164,2,2,0,0
36000,41,0,0,1,1
36000,42,1,1,1,1
36000,43,0,0,1,1
36000,170,0,0,1,1
36000,45,0,0,1,1
36000,48,1,1,0,0
36000,50,0,0,2,2
36000,186,4,4,1,1
36000,68,1,1,0,0
36000,74,2,2,1,1
36000,75,2,2,1,1
36000,79,2,2,1,1
36000,211,0,0,1,1
36000,87,2,2,0,0
36000,90,1,1,0,0
36000,100,0,0,1,1
36000,229,1,1,3,3
36000,230,4,4,2,2
36000,231,1,1,2,2
36000,233,2,2,2,2
36000,234,3,3,1,1
36000,107,1,1,0,0
36000,236,2,2,0,0
36000,237,1,1,0,0
36000,238,0,0,2,2
36000,239,1,1,5,5
36000,113,0,0,3,3
36000,246,0,0,1,1
36000,249,1,1,2,2
36900,4,1,1,0,0
36900,262,1,1,1,1
36900,137,1,1,0,0
36900,140,6,6,0,0
36900,13,2,2,1,1
36900,141,3,3,1,1
36900,142,1,1,2,2
36900,143,3,3,0,0
36900,148,1,1,2,2
36900,151,2,2,1,1
36900,24,0,0,1,1
36900,158,1,1,2,2
36900,161,1,1,1,1
36900,162,1,1,1,1
36900,163,3,3,4,4
36900,164,2,2,1,1
36900,166,1,1,0,0
36900,41,1,1,3,3
36900,170,1,1,3,3
36900,43,0,0,2,2
36900,48,4,4,1,1
36900,50,0,0,4,4
36900,186,2,2,2,2
36900,68,3,3,1,1
36900,79,3,3,3,3
36900,211,0,0,2,2
36900,87,0,0,3,3
36900,90,0,0,2,2
36900,224,1,1,0,0
36900,100,0,0,1,1
36900,229,1,1,1,1
36900,231,0,0,2,2
36900,233,2,2,1,1
36900,234,3,3,1,1
36900,107,0,0,1,1
36900,236,1,1,1,1
36900,237,1,1,2,2
36900,238,3,3,1,1
36900,239,1,1,3,3
36900,113,0,0,1,1
36900,114,2,2,0,0
37800,4,0,0,2,2
37800,261,0,0,1,1
37800,262,1,1,1,1
37800,137,2,2,1,1
37800,140,0,0,1,1
37800,13,1,1,1,1
37800,141,2,2,0,0
37800,142,2,2,3,3
37800,143,2,2,0,0
37800,148,0,0,1,1
37800,151,1,1,0,0
37800,158,1,1,0,0
37800,161,0,0,3,3
37800,162,3,3,1,1
37800,163,6,6,3,3
37800,164,2,2,1,1
37800,166,1,1,1,1
37800,41,0,0,1,1
37800,42,1,1,0,0
37800,43,2,2,1,1
37800,170,2,2,2,2
37800,45,1,1,1,1
37800,48,5,5,0,0
37800,50,0,0,1,1
37800,186,1,1,3,3
37800,68,2,2,0,0
37800,79,2,2,3,3
37800,209,1,1,0,0
37800,211,1,1,1,1
37800,87,0,0,1,1
37800,88,0,0,1,1
37800,90,1,1,1,1
37800,100,0,0,1,1
37800,229,5,5,3,3
37800,230,2,2,1,1
37800,231,2,2,0,0
37800,233,2,2,0,0
37800,234,0,0,3,3
37800,107,2,2,0,0
37800,236,2,2,8,8
37800,237,1,1,5,5
37800,238,2,2,0,0
37800,239,3,3,2,2
37800,113,1,1,0,0
37800,114,1,1,1,1
37800,243,0,0,1,1
37800,244,0,0,1,1
37800,246,0,0,2,2
37800,249,0,0,2,2
38700,4,0,0,2,2
38700,261,1,1,0,0
38700,262,1,1,1,1
38700,137,2,2,0,0
38700,13,0,0,1,1
38700,142,4,4,3,3
38700,141,0,0,2,2
38700,143,0,0,3,3
38700,144,0,0,1,1
38700,148,1,1,1,1
38700,151,0,0,1,1
38700,161,2,2,3,3
38700,162,3,3,1,1
38700,163,3,3,2,2
38700,164,1,1,2,2
38700,41,3,3,0,0
38700,170,0,0,2,2
38700,43,0,0,1,1
38700,45,1,1,1,1
38700,48,3,3,1,1
38700,50,2,2,0,0
38700,186,6,6,0,0
38700,68,2,2,1,1
38700,74,1,1,0,0
38700,75,1,1,1,1
38700,79,2,2,2,2
38700,211,0,0,1,1
38700,87,1,1,1,1
38700,90,2,2,2,2
38700,100,1,1,1,1
38700,229,2,2,1,1
38700,230,2,2,2,2
38700,231,1,1,1,1
38700,232,0,0,1,1
38700,233,2,2,2,2
38700,234,1,1,4,4
38700,107,1,1,2,2
38700,236,1,1,4,4
38700,237,4,4,4,4
38700,238,3,3,4,4
38700,239,2,2,4,4
38700,113,2,2,0,0
38700,114,1,1,0,0
38700,116,1,1,0,0
38700,246,0,0,1,1
38700,249,1,1,0,0
39600,261,2,2,1,1
39600,262,1,1,0,0
39600,137,1,1,0,0
39600,140,0,0,3,3
39600,141,3,3,2,2
39600,142,2,2,2,2
39600,143,0,0,1,1
39600,148,1,1,0,0
