time,zone_id,out perfect_trips,out perfect_pax,in perfect_trips,in perfect_pax
1800,114,68,68,52,52
1800,243,0,0,13,13
1800,116,5,5,11,11
1800,244,1,1,15,15
1800,246,25,25,42,42
1800,249,95,95,49,49
1800,125,10,10,10,10
1800,127,1,1,2,2
2700,4,7,7,12,12
2700,261,3,3,13,13
2700,262,1,1,19,19
2700,137,22,22,42,42
2700,140,9,9,21,21
2700,13,11,11,16,16
2700,141,8,8,40,40
2700,142,19,19,29,29
2700,143,9,9,15,15
2700,144,34,34,24,24
2700,12,0,0,3,3
2700,148,129,129,68,68
2700,151,6,6,11,11
2700,24,2,2,3,3
2700,152,1,1,7,7
2700,158,72,72,37,37
2700,161,27,27,14,14
2700,162,24,24,30,30
2700,163,19,19,26,26
2700,164,56,56,35,35
2700,166,6,6,6,6
2700,41,6,6,17,17
2700,170,38,38,53,53
2700,43,1,1,11,11
2700,42,0,0,12,12
2700,45,3,3,6,6
2700,48,86,86,72,72
2700,50,21,21,25,25
2700,186,28,28,58,58
2700,68,55,55,48,48
2700,74,5,5,17,17
2700,75,2,2,18,18
2700,79,147,147,86,86
2700,209,4,4,10,10
2700,211,27,27,15,15
2700,87,14,14,25,25
2700,88,3,3,6,6
2700,90,36,36,35,35
2700,224,3,3,9,9
2700,100,33,33,18,18
2700,229,23,23,33,33
2700,230,70,70,24,24
2700,231,34,34,26,26
2700,232,7,7,8,8
2700,233,8,8,31,31
2700,234,34,34,46,46
2700,107,49,49,52,52
2700,236,10,10,27,27
2700,237,18,18,24,24
2700,238,12,12,26,26
2700,239,32,32,16,16
2700,113,34,34,26,26
2700,114,72,72,41,41
2700,243,1,1,7,7
2700,116,3,3,12,12
2700,244,2,2,23,23
2700,246,37,37,35,35
2700,249,102,102,46,46
2700,125,13,13,18,18
2700,127,0,0,5,5
3600,4,8,8,10,10
3600,261,3,3,12,12
3600,262,2,2,12,12
3600,137,18,18,46,46
3600,12,1,1,0,0
3600,13,3,3,12,12
3600,140,11,11,20,20
3600,141,17,17,35,35
3600,142,23,23,17,17
3600,143,3,3,12,12
3600,144,30,30,27,27
3600,148,147,147,63,63
3600,151,7,7,15,15
3600,24,3,3,7,7
3600,152,2,2,2,2
3600,153,0,0,1,1
3600,158,79,79,37,37
3600,161,23,23,16,16
3600,162,28,28,47,47
3600,163,18,18,20,20
3600,164,49,49,53,53
3600,166,3,3,6,6
3600,41,9,9,10,10
3600,42,1,1,22,22
3600,43,1,1,3,3
3600,170,36,36,71,71
3600,45,7,7,7,7
3600,48,79,79,61,61
3600,50,5,5,24,24
3600,186,28,28,50,50
3600,68,54,54,57,57
3600,74,3,3,23,23
3600,75,3,3,18,18
3600,79,155,155,103,103
3600,209,10,10,7,7
3600,211,34,34,12,12
3600,87,5,5,32,32
3600,88,6,6,8,8
3600,90,43,43,37,37
3600,224,3,3,13,13
3600,100,28,28,18,18
3600,229,17,17,29,29
3600,230,73,73,23,23
3600,231,32,32,34,34
3600,232,4,4,13,13
3600,233,5,5,28,28
3600,234,56,56,48,48
3600,107,41,41,68,68
3600,236,11,11,19,19
3600,237,14,14,11,11
3600,238,9,9,25,25
3600,239,25,25,25,25
3600,113,25,25,20,20
3600,114,93,93,35,35
3600,243,0,0,5,5
3600,116,5,5,10,10
3600,244,1,1,14,14
3600,246,18,18,25,25
3600,249,89,89,41,41
3600,125,21,21,7,7
3600,127,0,0,1,1
4500,4,9,9,22,22
4500,261,3,3,12,12
4500,262,0,0,21,21
4500,137,26,26,36,36
4500,140,4,4,16,16
4500,13,2,2,6,6
4500,141,14,14,31,31
4500,142,17,17,25,25
4500,143,4,4,24,24
4500,144,38,38,27,27
4500,148,184,184,54,54
4500,151,6,6,6,6
4500,24,4,4,0,0
4500,152,2,2,11,11
4500,158,83,83,35,35
4500,161,18,18,17,17
4500,162,19,19,40,40
4500,163,23,23,18,18
4500,164,62,62,34,34
4500,166,4,4,12,12
4500,41,5,5,16,16
4500,42,5,5,17,17
4500,43,5,5,1,1
4500,170,32,32,66,66
4500,45,4,4,2,2
4500,48,74,74,79,79
4500,50,12,12,22,22
4500,186,32,32,42,42
4500,68,59,59,52,52
4500,74,8,8,15,15
4500,75,2,2,17,17
4500,79,151,151,97,97
4500,209,9,9,14,14
4500,211,24,24,9,9
4500,87,11,11,36,36
4500,88,3,3,7,7
4500,90,31,31,24,24
4500,224,3,3,9,9
4500,100,32,32,23,23
4500,229,14,14,28,28
4500,230,47,47,31,31
4500,231,27,27,31,31
4500,232,6,6,16,16
4500,233,18,18,24,24
4500,234,35,35,31,31
4500,107,42,42,60,60
4500,236,9,9,26,26
4500,237,11,11,24,24
4500,238,21,21,22,22
4500,239,14,14,31,31
4500,113,23,23,23,23
4500,114,95,95,34,34
4500,243,1,1,5,5
4500,244,3,3,14,14
4500,116,0,0,13,13
4500,246,31,31,42,42
4500,249,81,81,44,44
4500,125,12,12,19,19
4500,127,0,0,1,1
5400,4,11,11,17,17
5400,261,1,1,13,13
5400,262,2,2,19,19
5400,137,20,20,42,42
5400,140,7,7,15,15
5400,13,1,1,14,14
5400,141,11,11,24,24
5400,142,23,23,24,24
5400,143,4,4,14,14
5400,144,51,51,20,20
5400,148,178,178,46,46
5400,151,4,4,10,10
5400,24,2,2,4,4
5400,152,1,1,9,9
5400,158,88,88,27,27
5400,161,12,12,17,17
5400,162,11,11,34,34
5400,163,27,27,19,19
5400,164,53,53,41,41
5400,166,3,3,6,6
5400,41,8,8,18,18
5400,42,1,1,12,12
5400,43,4,4,5,5
5400,170,30,30,64,64
5400,45,5,5,5,5
5400,48,70,70,71,71
5400,50,13,13,29,29
5400,186,44,44,38,38
5400,68,46,46,53,53
5400,74,4,4,14,14
5400,75,3,3,21,21
5400,79,146,146,92,92
5400,209,7,7,10,10
5400,211,15,15,14,14
5400,87,4,4,27,27
5400,88,1,1,11,11
5400,90,43,43,45,45
5400,224,0,0,7,7
5400,100,26,26,19,19
5400,229,17,17,35,35
5400,230,51,51,36,36
5400,231,22,22,26,26
5400,232,4,4,9,9
5400,233,12,12,23,23
5400,234,35,35,39,39
5400,107,48,48,71,71
5400,236,7,7,28,28
5400,237,11,11,22,22
5400,238,13,13,20,20
5400,239,17,17,26,26
5400,113,23,23,31,31
5400,114,127,127,43,43
5400,243,0,0,6,6
5400,116,5,5,17,17
5400,244,1,1,11,11
5400,246,29,29,43,43
5400,249,86,86,43,43
5400,125,24,24,9,9
5400,127,0,0,4,4
6300,4,12,12,14,14
6300,261,2,2,6,6
6300,262,3,3,18,18
6300,137,23,23,46,46
6300,140,7,7,20,20
6300,13,5,5,20,20
6300,141,19,19,30,30
6300,142,15,15,21,21
6300,143,4,4,20,20
6300,144,38,38,26,26
6300,148,173,173,47,47
6300,151,5,5,11,11
6300,24,3,3,6,6
6300,152,1,1,3,3
6300,158,91,91,23,23
6300,161,8,8,15,15
6300,162,10,10,26,26
6300,163,16,16,25,25
6300,164,53,53,38,38
6300,166,5,5,12,12
6300,41,4,4,15,15
6300,42,3,3,14,14
6300,43,2,2,4,4
6300,170,25,25,67,67
6300,45,6,6,5,5
6300,48,63,63,53,53
6300,50,11,11,20,20
6300,186,29,29,34,34
6300,68,44,44,45,45
6300,74,4,4,8,8
6300,75,1,1,15,15
6300,79,149,149,81,81
6300,209,11,11,7,7
6300,211,17,17,12,12
6300,87,5,5,32,32
6300,88,7,7,4,4
6300,90,29,29,50,50
6300,224,0,0,8,8
6300,100,24,24,17,17
6300,229,23,23,32,32
6300,230,46,46,43,43
6300,231,36,36,30,30
6300,232,8,8,11,11
6300,233,7,7,39,39
6300,234,29,29,42,42
6300,107,35,35,60,60
6300,236,2,2,21,21
6300,237,8,8,14,14
6300,238,6,6,14,14
6300,239,10,10,17,17
6300,113,19,19,30,30
6300,114,104,104,29,29
6300,243,0,0,6,6
6300,244,1,1,4,4
6300,116,0,0,5,5
6300,246,44,44,29,29
6300,249,81,81,37,37
6300,125,13,13,12,12
6300,127,0,0,6,6
7200,4,13,13,11,11
7200,261,2,2,11,11
7200,262,0,0,20,20
7200,137,23,23,52,52
7200,140,4,4,25,25
7200,13,5,5,12,12
7200,141,11,11,21,21
7200,142,10,10,16,16
7200,143,7,7,18,18
7200,144,34,34,36,36
7200,12,0,0,2,2
7200,148,161,161,42,42
7200,151,0,0,10,10
7200,24,0,0,8,8
7200,152,0,0,5,5
7200,158,86,86,25,25
7200,161,12,12,10,10
7200,162,18,18,16,16
7200,163,17,17,14,14
7200,164,44,44,23,23
7200,166,0,0,8,8
7200,41,5,5,15,15
7200,42,3,3,8,8
7200,43,5,5,10,10
7200,170,25,25,61,61
7200,45,7,7,14,14
7200,48,56,56,53,53
7200,50,17,17,19,19
7200,186,18,18,45,45
7200,68,41,41,63,63
7200,74,5,5,16,16
7200,75,1,1,14,14
7200,79,154,154,98,98
7200,209,4,4,8,8
7200,211,16,16,13,13
7200,87,13,13,29,29
7200,88,5,5,9,9
7200,90,34,34,41,41
7200,224,1,1,7,7
7200,100,23,23,15,15
7200,229,10,10,32,32
7200,230,42,42,27,27
7200,231,23,23,31,31
7200,232,3,3,9,9
7200,233,5,5,31,31
7200,234,33,33,23,23
7200,107,36,36,55,55
7200,236,3,3,16,16
7200,237,10,10,15,15
7200,238,11,11,20,20
7200,239,7,7,20,20
7200,113,24,24,21,21
7200,114,112,112,30,30
7200,243,1,1,7,7
7200,116,1,1,7,7
7200,244,1,1,6,6
7200,246,35,35,20,20
7200,249,87,87,41,41
7200,125,23,23,10,10
7200,127,0,0,3,3
8100,4,11,11,15,15
8100,261,3,3,10,10
8100,262,1,1,11,11
8100,137,16,16,46,46
8100,140,2,2,16,16
8100,13,3,3,6,6
8100,141,12,12,19,19
8100,142,7,7,18,18
8100,143,2,2,16,16
8100,144,33,33,19,19
8100,12,0,0,2,2
8100,148,175,175,39,39
8100,151,1,1,10,10
8100,24,4,4,5,5
8100,152,0,0,4,4
8100,158,69,69,23,23
8100,161,8,8,14,14
8100,162,13,13,11,11
8100,163,17,17,14,14
8100,164,28,28,30,30
8100,166,2,2,9,9
8100,41,3,3,11,11
8100,42,1,1,12,12
8100,43,2,2,6,6
8100,170,20,20,56,56
8100,45,1,1,9,9
8100,48,41,41,55,55
8100,50,18,18,10,10
8100,186,24,24,31,31
8100,68,35,35,44,44
8100,74,0,0,16,16
8100,75,3,3,12,12
8100,79,148,148,74,74
8100,209,6,6,7,7
8100,211,14,14,9,9
8100,87,8,8,36,36
8100,88,2,2,4,4
8100,90,42,42,29,29
8100,224,2,2,7,7
8100,100,17,17,11,11
8100,229,12,12,36,36
8100,230,38,38,30,30
8100,231,29,29,40,40
8100,232,4,4,10,10
8100,233,7,7,31,31
8100,234,31,31,34,34
8100,107,37,37,58,58
8100,236,5,5,21,21
8100,237,9,9,10,10
8100,238,6,6,13,13
8100,239,9,9,15,15
8100,113,14,14,21,21
8100,114,97,97,26,26
8100,243,0,0,4,4
8100,116,2,2,9,9
8100,244,2,2,11,11
8100,246,37,37,20,20
8100,249,71,71,47,47
8100,125,18,18,11,11
8100,127,1,1,0,0
9000,4,8,8,9,9
9000,261,1,1,13,13
9000,262,0,0,18,18
9000,137,12,12,29,29
9000,140,5,5,12,12
9000,13,1,1,16,16
9000,141,17,17,14,14
9000,142,3,3,17,17
9000,144,39,39,18,18
9000,143,0,0,8,8
9000,148,164,164,34,34
9000,151,3,3,14,14
9000,152,1,1,4,4
9000,24,0,0,4,4
9000,158,68,68,13,13
9000,161,5,5,16,16
9000,162,15,15,18,18
9000,163,18,18,10,10
9000,164,34,34,29,29
9000,166,4,4,7,7
9000,41,9,9,9,9
9000,42,1,1,21,21
9000,43,3,3,8,8
9000,170,23,23,52,52
9000,45,3,3,4,4
9000,48,49,49,45,45
9000,50,16,16,32,32
9000,186,24,24,30,30
9000,68,46,46,48,48
9000,74,1,1,16,16
9000,75,6,6,16,16
9000,79,143,143,79,79
9000,209,3,3,5,5
9000,211,9,9,18,18
9000,87,5,5,26,26
9000,88,3,3,7,7
9000,90,35,35,26,26
9000,224,0,0,4,4
9000,100,20,20,18,18
9000,229,16,16,29,29
9000,230,33,33,26,26
9000,231,23,23,36,36
9000,232,5,5,7,7
9000,233,6,6,36,36
9000,234,35,35,28,28
9000,107,25,25,55,55
9000,236,3,3,20,20
9000,237,3,3,15,15
9000,238,10,10,15,15
9000,239,12,12,14,14
9000,113,12,12,17,17
9000,114,95,95,24,24
9000,243,0,0,3,3
9000,116,1,1,9,9
9000,244,2,2,10,10
9000,246,36,36,21,21
9000,249,47,47,37,37
9000,125,19,19,10,10
9000,127,0,0,1,1
9900,4,10,10,9,9
9900,261,1,1,3,3
9900,262,5,5,14,14
9900,137,8,8,37,37
9900,140,1,1,14,14
9900,13,1,1,11,11
9900,141,4,4,16,16
9900,142,6,6,15,15
9900,143,1,1,10,10
9900,144,22,22,17,17
9900,148,159,159,31,31
9900,151,2,2,4,4
9900,24,0,0,8,8
9900,152,0,0,2,2
9900,158,73,73,14,14
9900,161,8,8,9,9
9900,162,7,7,11,11
9900,163,17,17,12,12
9900,164,17,17,33,33
9900,166,0,0,6,6
9900,41,6,6,7,7
9900,42,2,2,13,13
9900,43,2,2,6,6
9900,170,20,20,48,48
9900,45,2,2,6,6
9900,48,55,55,58,58
9900,50,18,18,11,11
9900,186,22,22,27,27
9900,68,43,43,38,38
9900,74,2,2,18,18
9900,75,3,3,12,12
9900,79,137,137,71,71
9900,209,7,7,8,8
9900,211,11,11,12,12
9900,87,9,9,21,21
9900,88,3,3,3,3
9900,90,30,30,36,36
9900,224,1,1,9,9
9900,100,12,12,19,19
9900,229,21,21,36,36
9900,230,25,25,22,22
9900,231,25,25,26,26
9900,232,3,3,14,14
9900,233,4,4,30,30
9900,234,31,31,23,23
9900,107,32,32,45,45
9900,236,3,3,12,12
9900,237,5,5,14,14
9900,238,6,6,12,12
9900,239,8,8,16,16
9900,113,13,13,20,20
9900,114,71,71,17,17
9900,243,0,0,4,4
9900,116,1,1,6,6
9900,244,0,0,7,7
9900,246,33,33,28,28
9900,249,48,48,32,32
9900,125,13,13,5,5
9900,127,0,0,1,1
10800,4,8,8,18,18
10800,261,2,2,9,9
10800,262,1,1,5,5
10800,137,13,13,33,33
10800,140,2,2,11,11
10800,141,4,4,20,20
10800,142,5,5,15,15
10800,143,1,1,8,8
10800,144,25,25,18,18
10800,12,0,0,1,1
10800,13,0,0,2,2
10800,148,145,145,26,26
10800,151,3,3,5,5
10800,24,5,5,2,2
10800,152,1,1,3,3
10800,158,57,57,9,9
10800,161,6,6,6,6
10800,162,6,6,13,13
10800,163,12,12,14,14
10800,164,26,26,22,22
10800,166,5,5,7,7
10800,41,1,1,9,9
10800,42,1,1,6,6
10800,170,16,16,43,43
10800,43,0,0,5,5
10800,45,2,2,4,4
10800,48,31,31,44,44
10800,50,11,11,19,19
10800,186,24,24,24,24
10800,68,45,45,38,38
10800,74,0,0,15,15
10800,75,4,4,13,13
10800,79,98,98,57,57
10800,209,4,4,9,9
10800,211,7,7,9,9
10800,87,3,3,24,24
10800,88,3,3,4,4
10800,90,26,26,34,34
10800,224,3,3,10,10
10800,100,12,12,7,7
10800,229,5,5,23,23
10800,230,35,35,22,22
10800,231,15,15,21,21
10800,232,3,3,12,12
10800,233,6,6,28,28
10800,234,25,25,25,25
10800,107,43,43,42,42
10800,236,2,2,13,13
10800,237,0,0,11,11
10800,238,6,6,13,13
10800,239,6,6,9,9
10800,113,13,13,6,6
10800,114,66,66,19,19
10800,243,0,0,3,3
10800,244,1,1,9,9
10800,116,0,0,4,4
10800,246,45,45,26,26
10800,249,44,44,29,29
10800,125,9,9,6,6
11700,4,3,3,12,12
11700,261,3,3,6,6
11700,262,0,0,6,6
11700,137,5,5,28,28
11700,140,1,1,9,9
11700,141,11,11,8,8
11700,142,5,5,8,8
11700,13,0,0,5,5
11700,144,30,30,10,10
11700,143,0,0,2,2
11700,148,116,116,13,13
11700,151,4,4,9,9
11700,24,1,1,6,6
11700,152,1,1,2,2
11700,158,59,59,9,9
11700,161,2,2,5,5
11700,162,8,8,13,13
11700,163,14,14,10,10
11700,164,28,28,15,15
11700,166,1,1,4,4
11700,41,3,3,12,12
11700,42,2,2,8,8
11700,43,2,2,6,6
11700,170,8,8,33,33
11700,45,1,1,3,3
11700,48,34,34,37,37
11700,50,5,5,13,13
11700,186,27,27,13,13
11700,68,47,47,34,34
11700,74,2,2,8,8
11700,75,5,5,16,16
11700,79,88,88,51,51
11700,209,2,2,6,6
11700,211,6,6,3,3
11700,87,1,1,17,17
11700,90,21,21,27,27
11700,224,1,1,13,13
11700,100,16,16,2,2
11700,229,10,10,23,23
11700,230,18,18,26,26
11700,231,16,16,25,25
11700,232,1,1,6,6
11700,233,3,3,26,26
11700,234,15,15,28,28
11700,107,20,20,26,26
11700,236,4,4,13,13
11700,237,5,5,10,10
11700,238,7,7,7,7
11700,239,6,6,12,12
11700,113,9,9,9,9
11700,114,35,35,17,17
11700,243,1,1,7,7
11700,116,0,0,8,8
11700,244,0,0,6,6
11700,246,26,26,22,22
11700,249,40,40,32,32
11700,125,9,9,3,3
12600,4,5,5,6,6
12600,261,2,2,5,5
12600,262,0,0,5,5
12600,137,6,6,18,18
12600,140,1,1,8,8
12600,13,1,1,4,4
12600,141,12,12,12,12
12600,142,3,3,11,11
12600,143,4,4,8,8
12600,144,12,12,13,13
12600,148,82,82,18,18
12600,151,2,2,4,4
12600,24,2,2,1,1
12600,152,1,1,6,6
12600,158,55,55,3,3
12600,161,3,3,6,6
12600,162,8,8,5,5
12600,163,10,10,10,10
12600,164,24,24,20,20
12600,166,4,4,5,5
12600,41,1,1,12,12
12600,42,2,2,7,7
12600,43,3,3,5,5
12600,170,10,10,32,32
12600,45,2,2,8,8
12600,48,48,48,31,31
12600,50,6,6,18,18
12600,186,11,11,12,12
12600,68,40,40,25,25
12600,74,0,0,9,9
12600,75,4,4,8,8
12600,79,75,75,58,58
12600,209,0,0,2,2
12600,211,6,6,7,7
12600,87,4,4,19,19
12600,88,2,2,9,9
12600,90,23,23,30,30
12600,224,0,0,9,9
12600,100,17,17,6,6
12600,229,5,5,25,25
12600,230,14,14,21,21
12600,231,16,16,11,11
12600,232,1,1,5,5
12600,233,4,4,18,18
12600,234,17,17,14,14
12600,107,14,14,27,27
12600,236,3,3,13,13
12600,237,6,6,7,7
12600,238,2,2,10,10
12600,239,1,1,10,10
12600,113,11,11,12,12
12600,114,34,34,15,15
12600,243,0,0,6,6
12600,116,2,2,4,4
12600,244,1,1,2,2
12600,246,35,35,10,10
12600,249,39,39,21,21
12600,125,14,14,2,2
12600,127,0,0,2,2
13500,4,2,2,10,10
13500,261,1,1,7,7
13500,262,0,0,7,7
13500,137,7,7,17,17
13500,140,1,1,10,10
13500,13,1,1,6,6
13500,141,14,14,12,12
13500,142,2,2,10,10
13500,143,2,2,5,5
13500,144,15,15,17,17
13500,148,107,107,18,18
13500,151,3,3,6,6
13500,24,1,1,1,1
13500,152,2,2,1,1
13500,158,31,31,9,9
13500,161,3,3,5,5
13500,162,2,2,9,9
13500,163,7,7,12,12
13500,164,28,28,25,25
13500,166,1,1,7,7
13500,41,0,0,8,8
13500,170,12,12,24,24
13500,42,0,0,4,4
13500,43,0,0,7,7
13500,45,2,2,4,4
13500,48,43,43,25,25
13500,50,11,11,21,21
13500,186,22,22,21,21
13500,68,28,28,24,24
13500,74,0,0,7,7
13500,75,4,4,9,9
13500,79,93,93,32,32
13500,209,2,2,6,6
13500,211,3,3,11,11
13500,87,0,0,16,16
13500,88,3,3,0,0
13500,90,12,12,17,17
13500,224,3,3,6,6
13500,100,8,8,4,4
13500,229,8,8,12,12
13500,230,21,21,17,17
13500,231,10,10,14,14
13500,232,5,5,13,13
13500,233,3,3,25,25
13500,234,8,8,20,20
13500,107,14,14,24,24
13500,236,1,1,11,11
13500,237,4,4,8,8
13500,238,5,5,10,10
13500,239,2,2,8,8
13500,113,4,4,4,4
13500,114,19,19,6,6
13500,243,0,0,3,3
13500,116,2,2,8,8
13500,244,0,0,2,2
13500,246,36,36,13,13
13500,249,25,25,22,22
13500,125,22,22,5,5
14400,4,4,4,8,8
14400,261,0,0,8,8
14400,262,3,3,6,6
14400,137,9,9,26,26
14400,140,3,3,7,7
14400,13,1,1,6,6
14400,141,17,17,11,11
14400,142,2,2,10,10
14400,143,1,1,4,4
14400,144,20,20,13,13
14400,12,0,0,1,1
14400,148,76,76,20,20
14400,151,0,0,5,5
14400,24,0,0,3,3
14400,152,0,0,3,3
14400,158,32,32,4,4
14400,161,6,6,8,8
14400,162,4,4,5,5
14400,163,9,9,9,9
14400,164,26,26,25,25
14400,166,1,1,7,7
14400,41,2,2,6,6
14400,42,1,1,9,9
14400,43,1,1,3,3
14400,170,9,9,18,18
14400,45,3,3,3,3
14400,48,43,43,22,22
14400,50,9,9,10,10
14400,186,15,15,19,19
14400,68,32,32,34,34
14400,74,2,2,9,9
14400,75,3,3,12,12
14400,79,67,67,34,34
14400,209,1,1,3,3
14400,211,3,3,6,6
14400,87,1,1,23,23
14400,88,1,1,3,3
14400,90,10,10,19,19
14400,224,1,1,4,4
14400,100,7,7,10,10
14400,229,7,7,9,9
14400,230,9,9,12,12
14400,231,18,18,9,9
14400,232,0,0,11,11
14400,233,3,3,15,15
14400,234,6,6,13,13
14400,107,13,13,17,17
14400,236,3,3,8,8
14400,237,3,3,2,2
14400,238,6,6,5,5
14400,239,5,5,11,11
14400,113,12,12,9,9
14400,114,17,17,5,5
14400,243,1,1,3,3
14400,116,0,0,6,6
14400,244,0,0,5,5
14400,246,33,33,8,8
14400,249,34,34,18,18
14400,125,15,15,4,4
14400,127,0,0,4,4
15300,4,4,4,6,6
15300,261,1,1,4,4
15300,262,2,2,4,4
15300,137,7,7,9,9
15300,140,3,3,4,4
15300,13,1,1,4,4
15300,141,12,12,6,6
15300,142,3,3,6,6
15300,144,13,13,8,8
15300,143,0,0,5,5
15300,148,42,42,11,11
15300,151,4,4,1,1
15300,24,1,1,1,1
15300,152,1,1,2,2
15300,158,13,13,2,2
15300,161,3,3,4,4
15300,162,6,6,11,11
15300,163,15,15,7,7
15300,164,28,28,16,16
15300,166,0,0,4,4
15300,41,2,2,11,11
15300,170,12,12,16,16
15300,43,2,2,1,1
15300,42,0,0,8,8
15300,45,2,2,5,5
15300,48,26,26,22,22
15300,50,8,8,9,9
15300,186,10,10,12,12
15300,68,26,26,16,16
15300,74,6,6,8,8
15300,75,0,0,20,20
15300,79,35,35,15,15
15300,209,3,3,0,0
15300,211,3,3,3,3
15300,87,0,0,11,11
15300,88,1,1,1,1
15300,90,4,4,18,18
15300,224,0,0,5,5
15300,100,7,7,7,7
15300,229,8,8,7,7
15300,230,15,15,12,12
15300,231,16,16,6,6
15300,232,3,3,9,9
15300,233,2,2,10,10
15300,234,6,6,13,13
15300,107,13,13,10,10
15300,236,0,0,6,6
15300,237,1,1,5,5
15300,238,0,0,12,12
15300,239,1,1,4,4
15300,113,4,4,5,5
15300,114,11,11,6,6
15300,243,0,0,5,5
15300,116,1,1,7,7
15300,244,0,0,7,7
15300,246,34,34,7,7
15300,249,22,22,11,11
15300,125,7,7,3,3
15300,127,0,0,2,2
16200,4,1,1,8,8
16200,261,0,0,1,1
16200,262,0,0,4,4
16200,137,7,7,12,12
16200,140,2,2,2,2
16200,13,2,2,7,7
16200,141,6,6,2,2
16200,142,3,3,7,7
16200,143,1,1,5,5
16200,144,9,9,4,4
16200,148,20,20,11,11
16200,151,0,0,2,2
16200,24,1,1,1,1
16200,152,1,1,1,1
16200,158,5,5,5,5
16200,161,0,0,5,5
16200,162,3,3,6,6
16200,163,2,2,3,3
16200,164,8,8,6,6
16200,166,0,0,1,1
16200,41,1,1,3,3
16200,42,1,1,4,4
16200,43,1,1,2,2
16200,170,8,8,11,11
16200,45,0,0,2,2
16200,48,20,20,17,17
16200,50,7,7,8,8
16200,186,10,10,10,10
16200,68,17,17,22,22
16200,74,1,1,8,8
16200,75,3,3,7,7
16200,79,27,27,13,13
16200,209,1,1,2,2
16200,211,1,1,4,4
16200,87,1,1,6,6
16200,90,13,13,8,8
16200,224,1,1,2,2
16200,100,7,7,4,4
16200,229,6,6,6,6
16200,230,15,15,6,6
16200,231,7,7,2,2
16200,232,1,1,4,4
16200,233,6,6,6,6
16200,234,4,4,6,6
16200,107,16,16,3,3
16200,236,2,2,2,2
16200,237,3,3,7,7
16200,238,3,3,6,6
16200,239,3,3,2,2
16200,113,2,2,3,3
16200,114,8,8,6,6
16200,243,0,0,3,3
16200,116,0,0,7,7
16200,244,0,0,3,3
16200,246,18,18,4,4
16200,249,22,22,5,5
16200,125,2,2,1,1
16200,127,0,0,1,1
17100,4,3,3,6,6
17100,261,1,1,0,0
17100,262,4,4,3,3
17100,137,4,4,9,9
17100,140,1,1,1,1
17100,141,2,2,4,4
17100,142,2,2,3,3
17100,143,2,2,3,3
17100,144,8,8,6,6
17100,13,0,0,2,2
