simulation_time,driving,break,on shift break,idle,charging,reposition
0,0,0,80,120,0,0
900,22,1,80,93,1,0
1800,19,0,80,85,12,0
2700,21,0,80,89,10,0
3600,21,2,77,83,17,0
4500,20,3,77,84,14,0
5400,22,2,77,88,8,0
6300,17,0,77,94,10,0
7200,21,2,72,86,16,0
8100,12,5,72,96,14,0
9000,13,2,72,104,9,0
9900,7,1,72,106,10,0
10800,10,1,66,115,8,0
11700,7,2,66,122,3,0
12600,4,1,66,126,3,0
13500,3,1,66,128,1,0
14400,5,2,66,124,3,0
15300,0,0,66,130,2,0
16200,2,1,66,130,1,0
17100,0,2,66,131,1,0
18000,0,2,67,131,0,0
18900,0,1,67,132,0,0
19800,0,2,67,131,0,0
20700,0,4,67,129,0,0
21600,2,2,61,135,0,0
22500,1,4,61,134,0,0
23400,1,5,61,130,1,0
24300,0,5,63,130,1,0
25200,1,4,52,142,1,0
26100,5,6,53,135,1,0
27000,3,7,56,134,0,0
27900,7,8,57,126,2,0
28800,0,5,52,140,3,0
29700,6,2,53,137,1,0
30600,5,2,54,135,3,0
31500,5,6,55,131,3,0
32400,5,10,52,127,4,0
33300,9,6,52,125,5,0
34200,20,2,53,119,6,0
35100,18,4,55,110,10,0
36000,17,6,53,116,8,0
36900,19,2,53,115,7,0
37800,27,4,53,104,7,0
38700,25,6,54,104,8,0
39600,36,6,51,90,10,0
40500,15,9,51,110,15,0
41400,17,10,52,107,13,0
42300,22,4,54,107,8,0
43200,13,2,51,119,12,0
44100,48,5,51,78,14,0
45000,36,5,51,87,14,0
45900,37,4,52,86,15,0
46800,33,5,52,89,19,0
47700,40,5,54,76,18,0
48600,47,1,55,77,17,0
49500,37,1,55,85,19,0
50400,36,4,56,80,20,0
51300,26,3,58,96,15,0
52200,32,0,59,94,9,0
53100,32,2,60,97,6,0
54000,35,3,61,92,7,0
54900,31,6,61,81,12,0
55800,45,3,61,66,22,0
56700,35,1,62,78,22,0
57600,37,0,62,76,21,0
58500,26,1,62,84,26,0
59400,34,1,62,76,23,0
60300,29,2,62,80,24,0
61200,39,0,63,72,24,0
62100,33,0,63,81,20,0
63000,49,0,63,60,24,0
63900,37,0,66,71,23,0
64800,52,0,68,61,16,0
65700,52,0,69,54,19,0
66600,48,0,71,58,21,0
67500,44,0,72,62,15,0
68400,40,0,73,66,16,0
69300,36,0,77,61,17,0
70200,39,0,80,64,14,0
71100,32,0,81,64,20,0
72000,33,0,81,66,17,0
72900,32,0,83,64,18,0
73800,25,1,83,73,16,0
74700,25,1,83,79,10,0
75600,32,1,82,71,11,0
76500,33,1,82,68,12,0
77400,35,1,83,60,17,0
78300,30,1,83,61,19,0
79200,29,0,81,66,21,0
80100,31,0,82,61,23,0
81000,31,0,82,65,17,0
81900,28,0,83,71,15,0
82800,38,0,84,64,10,0
83700,36,0,83,57,20,0
84600,40,0,83,56,17,0
85500,31,0,84,55,23,0
86400,43,0,75,44,26,0
87300,31,1,74,64,28,0
88200,20,3,75,87,12,0
89100,21,1,76,87,13,0
90000,18,0,70,94,14,0
90900,11,1,68,106,14,0
91800,5,3,69,105,12,0
92700,10,3,69,111,7,0
93600,14,1,62,115,6,0
94500,8,1,61,125,4,0
95400,6,2,61,128,2,0
96300,12,1,61,119,5,0
97200,7,3,60,125,5,0
98100,6,4,59,130,1,0
99000,3,1,59,135,2,0
99900,2,3,59,133,3,0
100800,1,4,59,135,0,0
101700,3,3,59,135,0,0
102600,1,4,59,135,1,0
103500,1,8,59,131,1,0
104400,0,4,59,136,1,0
105300,1,6,59,134,0,0
106200,0,7,59,133,1,0
107100,0,6,60,134,0,0
108000,0,6,56,138,0,0
108900,1,2,53,144,0,0
109800,0,5,53,142,0,0
110700,0,4,53,143,0,0
111600,1,2,47,150,0,0
112500,1,6,46,146,1,0
113400,3,5,47,145,0,0
114300,1,7,48,142,1,0
115200,3,10,41,145,1,0
116100,6,10,42,138,2,0
117000,5,6,42,143,2,0
117900,7,6,42,142,2,0
118800,5,8,36,146,5,0
119700,10,7,37,142,4,0
120600,5,2,38,151,3,0
121500,12,3,40,141,2,0
122400,5,6,35,152,1,0
123300,11,7,37,143,2,0
124200,13,9,38,133,4,0
125100,14,8,41,132,4,0
126000,22,6,37,128,4,0
126900,19,7,37,127,8,0
127800,26,7,40,118,5,0
128700,25,4,41,119,10,0
129600,21,6,34,120,16,0
130500,29,9,34,108,16,0
131400,24,11,37,106,18,0
132300,26,9,37,108,16,0
133200,31,10,39,107,10,0
134100,27,7,41,111,11,0
135000,42,2,43,100,10,0
135900,35,8,45,97,11,0
136800,31,7,45,99,17,0
137700,31,5,45,94,19,0
138600,42,3,45,90,17,0
139500,38,1,46,95,16,0
140400,24,1,46,108,18,0
141300,32,2,46,94,20,0
142200,35,2,46,91,22,0
143100,25,3,46,100,19,0
144000,23,3,48,108,12,0
144900,27,4,49,106,12,0
145800,18,1,51,114,11,0
146700,32,0,53,99,12,0
147600,34,1,55,89,16,0
148500,35,1,55,97,11,0
149400,35,1,56,87,14,0
150300,26,0,57,101,12,0
151200,29,0,57,94,15,0
152100,31,0,57,90,17,0
153000,27,0,58,90,19,0
153900,23,1,58,100,14,0
154800,18,1,59,108,13,0
155700,23,0,61,103,10,0
156600,29,1,66,88,11,0
157500,31,0,67,92,9,0
158400,32,0,62,95,6,0
159300,19,0,62,110,9,0
160200,23,1,65,96,10,0
161100,22,3,66,97,9,0
